ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
KLK10,ITGA2,Human,Endothelial_cells,Ductal_,0.09016393442622951,44.0,0.005,0.995,0.9999999999953519,0.997496867160682,L,11.814132754916827,11.172040171314038,11.316674614989115,10.785405245564265,2.5165122376674977e-36
MMRN2,ITGA2,Human,Endothelial_cells,Ductal_,0.18032786885245902,88.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,13.42740825060586,11.285161974789808,13.236632469447848,11.018056538063615,0.0
PIBF1,ITGA2,Human,Endothelial_cells,Ductal_,0.040983606557377046,20.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,12.240450116116815,10.545503983438751,11.817316517547749,9.951211472051392,2.685687145612578e-162
PRH1,ITGA2,Human,Endothelial_cells,Ductal_,0.06557377049180328,32.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,11.442405863379985,11.216264232377931,11.027482295201391,10.904292004145304,0.00023516641899339473
STC1,ITGA2,Human,Endothelial_cells,Ductal_,0.14549180327868852,71.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,12.077280782949238,11.192119372729426,11.69078930947581,10.972602042828715,1.4825627481261278e-95
STC2,ITGA2,Human,Endothelial_cells,Ductal_,0.05942622950819672,29.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,12.363217196491847,11.85752827432556,11.881543827286766,11.607748462111008,1.4354478798891214e-10
VWA1,ITGA2,Human,Endothelial_cells,Ductal_,0.28688524590163933,140.0,0.0,1.0,0.9999999999953519,0.999999999997676,L,11.89623923536121,11.027069987760024,11.43169079464783,10.667711567773942,1.0225370871476171e-156
C1QTNF6,EPHB4,Human,Endothelial_cells,Ductal_,0.010245901639344262,5.0,0.028,0.972,0.9993937626474827,0.9856017133169732,L,12.200202375901172,12.346443548738137,11.70727231368668,12.090289920141602,0.9958330173232233
C4orf48,EPHB4,Human,Endothelial_cells,Ductal_,0.018442622950819672,9.0,0.009,0.991,0.9993937626474827,0.995188031873201,L,11.58534486892456,11.215577811804621,11.041312080703825,10.952332797041516,8.320047286114819e-05
C6orf120,EPHB4,Human,Endothelial_cells,Ductal_,0.00819672131147541,4.0,0.021,0.979,0.9993937626474827,0.9891443239648527,L,12.404101873935307,11.899242582097573,12.030196601508255,11.272861680180432,0.00011472209625262924
CCDC3,EPHB4,Human,Endothelial_cells,Ductal_,0.09631147540983606,47.0,0.0,1.0,0.9993937626474827,0.9996968353693447,L,12.204259339746796,11.008864081539143,11.827599658380526,10.563118161689232,8.839953612853736e-101
DEAF1,EPHB4,Human,Endothelial_cells,Ductal_,0.05327868852459016,26.0,0.0,1.0,0.9993937626474827,0.9996968353693447,L,11.862810702163788,11.331199224698546,11.430520608252923,11.072933383922225,7.009072559212492e-15
IGFBP7,EPHB4,Human,Endothelial_cells,Ductal_,0.13934426229508196,68.0,0.0,1.0,0.9993937626474827,0.9996968353693447,L,12.446337615646392,11.431897012365663,12.070750866483902,11.116934789062809,5.531991471765518e-110
SDCBP,EPHB4,Human,Endothelial_cells,Ductal_,0.125,61.0,0.0,1.0,0.9993937626474827,0.9996968353693447,L,11.97822304935197,11.478509356739124,11.536920087642716,11.108520752726356,4.7080907165370845e-29
SVBP,EPHB4,Human,Endothelial_cells,Ductal_,0.028688524590163935,14.0,0.004,0.996,0.9993937626474827,0.9976954382961228,L,12.039066284066353,10.921311768333585,11.593120619903997,10.310438437246749,2.144837366645645e-30
TMEM25,EPHB4,Human,Endothelial_cells,Ductal_,0.028688524590163935,14.0,0.0,1.0,0.9993937626474827,0.9996968353693447,L,11.698275144127566,10.921311768333585,11.272234149711986,10.310438437246749,6.195138354843331e-15
ZBED3,EPHB4,Human,Endothelial_cells,Ductal_,0.012295081967213115,6.0,0.019,0.981,0.9993937626474827,0.9901541703983175,L,11.829930580751137,11.080144851021728,11.467922372861393,10.935994385704952,1.9256966764691554e-12
C1QTNF6,EPHA2,Human,Endothelial_cells,Ductal_,0.036885245901639344,18.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.517248737522312,12.766809976052718,12.027497970812032,12.749981879982435,0.9999999991073736
C4orf48,EPHA2,Human,Endothelial_cells,Ductal_,0.07581967213114754,37.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.578028257981018,11.495310855521577,10.997461419663397,11.136886958790674,0.5397657955690551
C6orf120,EPHA2,Human,Endothelial_cells,Ductal_,0.0389344262295082,19.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.318807867325642,12.265905907592945,11.922652652114088,12.003859574497545,0.452681824685454
CCDC3,EPHA2,Human,Endothelial_cells,Ductal_,0.24385245901639344,119.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.853267399676104,11.353359216030412,12.573031976215653,11.04417648486475,0.0
DEAF1,EPHA2,Human,Endothelial_cells,Ductal_,0.14549180327868852,71.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.16326170762808,11.722533992842262,11.747172354245876,11.36701259162111,1.3219851377336306e-23
EMC10,EPHA2,Human,Endothelial_cells,Ductal_,0.17008196721311475,83.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.967041020718373,11.938129555363252,11.508189473280343,11.655742695380845,0.8498336593002367
HDGF,EPHA2,Human,Endothelial_cells,Ductal_,0.29098360655737704,142.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.820172384069528,11.783834457332974,11.318085398616333,11.443784599959459,0.8913084327378813
IGFBP7,EPHA2,Human,Endothelial_cells,Ductal_,0.38729508196721313,189.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.535280431915755,11.733113817585446,12.070903772967917,11.388375466973523,3.7330430303638413e-124
NINJ1,EPHA2,Human,Endothelial_cells,Ductal_,0.07377049180327869,36.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.347306576863048,12.467058784303797,11.971459101878086,12.170574428463263,0.9988699962638644
PTEN,EPHA2,Human,Endothelial_cells,Ductal_,0.22131147540983606,108.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.022443196828444,11.635915953282561,11.544428892230911,11.326282451949323,9.368257254452464e-20
SDCBP,EPHA2,Human,Endothelial_cells,Ductal_,0.42827868852459017,209.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.066970652627553,11.725801228139616,11.565620655905471,11.399535595376141,1.4468680004157239e-21
SVBP,EPHA2,Human,Endothelial_cells,Ductal_,0.055327868852459015,27.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.90736776824744,11.339166569532212,11.342122482296816,10.947207770897048,1.6308795234100013e-16
TMEM25,EPHA2,Human,Endothelial_cells,Ductal_,0.055327868852459015,27.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,12.348057282539434,11.339166569532212,12.012403936635778,10.947207770897048,3.952676524801012e-62
VWA1,EPHA2,Human,Endothelial_cells,Ductal_,0.32581967213114754,159.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.88409310311329,11.568033681136725,11.466713732736114,11.241411482147925,3.159799635545505e-21
ZBED3,EPHA2,Human,Endothelial_cells,Ductal_,0.055327868852459015,27.0,0.0,1.0,0.9999990356898061,0.9999995178447868,L,11.965151912694921,11.47026094100538,11.587958507429132,11.125756780828093,1.3025670164196788e-14
AGGF1,FGFR2,Human,mDCs_A,Ductal_,0.056,7.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.140023450915391,11.64405563056629,12.02921489745304,12.283168435723749,0.07983115582072903
DEAF1,FGFR2,Human,mDCs_A,Ductal_,0.024,3.0,0.032,0.968,0.9999999999744937,0.98386991008736,L,11.96206727121117,12.157042284732713,11.707013128911626,12.288000734655736,0.7761201048959603
EMC10,FGFR2,Human,mDCs_A,Ductal_,0.064,8.0,0.001,0.999,0.9999999999744937,0.9994998749247141,L,12.001197940614295,10.85223538141978,11.776104136105758,11.17794264989242,1.516944972380132e-10
ENOX2,FGFR2,Human,mDCs_A,Ductal_,0.016,2.0,0.008,0.992,0.9999999999744937,0.9959919678263965,L,12.0867339786175,10.704255525258105,11.919917932450202,11.300614219023425,0.00018798256958319086
ERO1A,FGFR2,Human,mDCs_A,Ductal_,0.04,5.0,0.026,0.974,0.9999999999744937,0.9869143833054399,L,12.328816427156529,11.694816490165294,12.072797609780432,11.029249033844446,0.018454401077043218
FAM20C,FGFR2,Human,mDCs_A,Ductal_,0.04,5.0,0.004,0.996,0.9999999999744937,0.9979979959772444,L,12.616878987674236,11.694816490165294,12.464843458586538,11.029249033844446,0.001720084136072087
HDGF,FGFR2,Human,mDCs_A,Ductal_,0.128,16.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.050026932304311,11.978228909580519,11.818625517558708,12.125820176880147,0.3791482487751098
METRN,FGFR2,Human,mDCs_A,Ductal_,0.032,4.0,0.002,0.998,0.9999999999744937,0.9989994994866337,L,11.918708188402993,11.36191297077476,11.771775838186864,12.283168435723749,0.153947518294145
METRNL,FGFR2,Human,mDCs_A,Ductal_,0.16,20.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.518365961009852,12.561711281647941,12.318660676702283,12.921175480657794,0.7917683074438577
NDFIP1,FGFR2,Human,mDCs_A,Ductal_,0.096,12.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.063116827637527,12.529335674362187,11.85057776902004,12.641437853967938,0.9941205344257085
NINJ1,FGFR2,Human,mDCs_A,Ductal_,0.088,11.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.205986810521162,11.24889344871324,12.023037271230347,11.029249033844446,9.91928555768356e-08
PTEN,FGFR2,Human,mDCs_A,Ductal_,0.056,7.0,0.009,0.991,0.9999999999744937,0.9954898291668898,L,12.089016429460468,11.703312404704315,11.845951536582893,11.80264554053828,0.03404616616059601
SAMD1,FGFR2,Human,mDCs_A,Ductal_,0.072,9.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.061377720800868,11.517702533165146,11.744531183787513,11.982992449131947,0.00877897766602858
SDCBP,FGFR2,Human,mDCs_A,Ductal_,0.152,19.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.097511083216707,11.088528438202339,11.857231944170497,11.284476424466304,2.9872552833531685e-14
SOGA1,FGFR2,Human,mDCs_A,Ductal_,0.032,4.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.445488467700216,9.940762452448828,12.341128072047654,10.73909454847253,2.2339997434690998e-08
SVBP,FGFR2,Human,mDCs_A,Ductal_,0.04,5.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.233296486147195,12.156030026534308,11.948365790116117,12.49342684466073,0.28457729345649474
YBX1,FGFR2,Human,mDCs_A,Ductal_,0.136,17.0,0.0,1.0,0.9999999999744937,0.9999999999872469,L,12.221157587757933,12.223043758990697,12.017827073385982,12.516953897288715,0.6266330858280056
HAMP,ADRA2A,Human,mDCs_A,Ductal_,0.048,6.0,0.0,1.0,0.9989036620198241,0.9994516806828753,L,11.05203593800386,11.364005508403539,10.645991558458753,11.029249033844446,0.9794322108338309
CHADL,ITGA3,Human,mDCs_A,Ductal_,0.032,4.0,0.0,1.0,0.9984006495905742,0.9992000047991264,L,13.037285951306758,12.21886002451407,12.175757280095228,11.085244799137502,0.008074427636797835
CHADL,NOTCH2,Human,mDCs_A,Ductal_,0.016,2.0,0.001,0.999,0.9999999313505654,0.9994998406299097,L,13.011410712234664,12.16613476015522,12.116683428993984,11.457881930389558,0.014463524817017572
ADAMTSL4,ITGA2,Human,mDCs_A,Ductal_,0.048,6.0,0.01,0.99,0.9998502547925362,0.994912937017411,L,12.561233328741244,9.872399848694066,12.003569636055651,9.676860170293075,3.672307096556637e-35
C1QC,ITGA2,Human,mDCs_A,Ductal_,0.312,39.0,0.0,1.0,0.9998502547925362,0.9999251245931048,L,12.644385361634042,11.68323692447243,12.25941131860154,11.808662937005597,8.507668142399749e-19
CFP,ITGA2,Human,mDCs_A,Ductal_,0.048,6.0,0.0,1.0,0.9998502547925362,0.9999251245931048,L,12.949162014065815,11.84027759843814,12.472624995943914,11.464090666766163,0.00010933536032280593
CGREF1,ITGA2,Human,mDCs_A,Ductal_,0.04,5.0,0.004,0.996,0.9998502547925362,0.9979232704839416,L,11.821938719242995,12.135201061082531,11.316236576982744,12.212484506911366,0.9820086689798284
CHADL,ITGA2,Human,mDCs_A,Ductal_,0.04,5.0,0.0,1.0,0.9998502547925362,0.9999251245931048,L,13.007003960541889,11.675164915917419,12.065290736816507,11.37904284376901,0.00040854275729103123
EMILIN2,ITGA2,Human,mDCs_A,Ductal_,0.104,13.0,0.0,1.0,0.9998502547925362,0.9999251245931048,L,12.403328574688446,11.594603548235165,11.949717450422638,11.735443301502668,3.846683919702356e-05
FCGBP,ITGA2,Human,mDCs_A,Ductal_,0.152,19.0,0.0,1.0,0.9998502547925362,0.9999251245931048,L,11.95785722276558,12.018211346494152,11.548800514409885,12.209439076558409,0.7281735006959258
MMRN2,ITGA2,Human,mDCs_A,Ductal_,0.04,5.0,0.001,0.999,0.9998502547925362,0.9994250369776333,L,13.42740825060586,12.135201061082531,13.236632469447848,12.212484506911366,5.2467801140608e-06
CHADL,ITGB4,Human,mDCs_A,Ductal_,0.024,3.0,0.0,1.0,0.7341973159741626,0.8568531472627983,L,13.138031792078946,12.695877407136214,12.134526028057133,11.660709323682566,0.18059444495329358
CHADL,ITGA6,Human,mDCs_A,Ductal_,0.04,5.0,0.0,1.0,0.707679368850344,0.8412368090201141,L,13.139763797611968,12.357200656935978,12.143947052649409,11.787497250229508,0.0447653938565674
CHADL,EPHA2,Human,mDCs_A,Ductal_,0.016,2.0,0.001,0.999,0.9999999294815441,0.9994998396958664,L,13.050413276652579,12.342217833073512,12.106068302408131,11.319792123964472,0.017615409426155772
DEAF1,EPHA2,Human,mDCs_A,Ductal_,0.064,8.0,0.012,0.988,0.9999999294815441,0.9939818561360995,L,12.16326170762808,11.58021403449364,11.747172354245876,11.605749120158462,0.021745185073857667
EMC10,EPHA2,Human,mDCs_A,Ductal_,0.232,29.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,11.967041020718373,10.84667662435589,11.508189473280343,10.927439707438998,1.8311873137656635e-20
EPDR1,EPHA2,Human,mDCs_A,Ductal_,0.056,7.0,0.004,0.996,0.9999999294815441,0.9979979608013325,L,11.875580606357788,11.461963123096425,11.458750064390586,11.72676808174488,0.2504437449662507
HDGF,EPHA2,Human,mDCs_A,Ductal_,0.264,33.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,11.820172384069528,11.976765210938135,11.318085398616333,11.987971425713756,0.9971240998322525
IGLON5,EPHA2,Human,mDCs_A,Ductal_,0.032,4.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.604947739870804,10.43935942011994,12.176995722840369,10.185712031187428,3.0152568803981944e-14
METRN,EPHA2,Human,mDCs_A,Ductal_,0.072,9.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,11.862065205426118,10.763126415591975,11.468841378565092,11.031809312774026,5.553775922520222e-08
METRNL,EPHA2,Human,mDCs_A,Ductal_,0.376,47.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.385979850339874,12.25035963960661,11.924705192647759,12.554360295895309,0.6363462829112234
NDFIP1,EPHA2,Human,mDCs_A,Ductal_,0.248,31.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.02567559441588,12.438819657054141,11.58169642846706,12.722871286717174,0.9999996769738081
NINJ1,EPHA2,Human,mDCs_A,Ductal_,0.176,22.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.347306576863048,11.695534651405215,11.971459101878086,11.553404064126244,2.16600456696897e-06
PDZD11,EPHA2,Human,mDCs_A,Ductal_,0.04,5.0,0.026,0.974,0.9999999294815441,0.9869143485201864,L,12.018120156997902,13.768268235467223,11.710196647891545,14.241729498596076,0.9999999875856261
PTEN,EPHA2,Human,mDCs_A,Ductal_,0.16,20.0,0.001,0.999,0.9999999294815441,0.9994998396958664,L,12.022443196828444,11.75007966100058,11.544428892230911,11.662990441186118,0.07283646818670148
SAMD1,EPHA2,Human,mDCs_A,Ductal_,0.136,17.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.37972251723758,11.550759960522942,11.932587299206816,11.539340974886926,3.1679011632214623e-09
SDCBP,EPHA2,Human,mDCs_A,Ductal_,0.336,42.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,12.066970652627553,11.35254716544357,11.565620655905471,11.265700451091927,3.573547111683488e-14
SVBP,EPHA2,Human,mDCs_A,Ductal_,0.152,19.0,0.0,1.0,0.9999999294815441,0.9999999647407715,L,11.90736776824744,11.827384799447305,11.342122482296816,11.738002235540606,0.43626554478845536
CHADL,EPHB4,Human,mDCs_A,Ductal_,0.024,3.0,0.0,1.0,0.98267162920501,0.9912979517809013,L,12.7484611701769,12.292834150331784,11.85397427892628,11.80264554053828,0.20877837853239123
EMC10,EPHB4,Human,mDCs_A,Ductal_,0.088,11.0,0.008,0.992,0.98267162920501,0.9873247977091277,L,11.836313789686168,10.881940813284801,11.37533919996617,10.410833517076666,1.0175722047228847e-07
HDGF,EPHB4,Human,mDCs_A,Ductal_,0.128,16.0,0.007,0.993,0.98267162920501,0.9878223159053328,L,11.866510915477178,11.722545927616606,11.388772128182621,11.780271164630925,0.4188956796743858
IGLON5,EPHB4,Human,mDCs_A,Ductal_,0.008,1.0,0.033,0.967,0.98267162920501,0.9748043216160076,L,12.139852167151103,10.715214200444741,11.72703468769603,10.485451044656166,0.0013235080657682463
METRNL,EPHB4,Human,mDCs_A,Ductal_,0.176,22.0,0.0,1.0,0.98267162920501,0.9912979517809013,L,12.339449211776774,11.95553034867102,11.965348537772929,12.006288222297327,0.01921365456044532
SAMD1,EPHB4,Human,mDCs_A,Ductal_,0.064,8.0,0.0,1.0,0.98267162920501,0.9912979517809013,L,12.054307623253646,11.555050618907853,11.60294376367241,11.52390043282368,0.01705509884271256
SDCBP,EPHB4,Human,mDCs_A,Ductal_,0.144,18.0,0.001,0.999,0.98267162920501,0.990802178830772,L,11.97822304935197,11.322898729755531,11.536920087642716,11.169219939859506,4.755418037370346e-06
SVBP,EPHB4,Human,mDCs_A,Ductal_,0.08,10.0,0.0,1.0,0.98267162920501,0.9912979517809013,L,12.039066284066353,11.780898016401764,11.593120619903997,11.727813005683517,0.1646398989913786
HAMP,SSTR2,Human,mDCs_A,Ductal_,0.032,4.0,0.0,1.0,0.7451210643178449,0.8632039529090705,L,13.176142245900362,12.398298949158857,12.75091084158275,11.84165912743334,0.0028142294414073327
AGGF1,FGFR2,Human,Fibroblasts,Ductal_,0.0361145703611457,29.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.140023450915391,12.207076759891057,12.02921489745304,12.136965897924318,0.9279218867069029
ANGPTL6,FGFR2,Human,Fibroblasts,Ductal_,0.039850560398505604,32.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.480031688107147,11.67647401570572,12.342651216835023,11.483999088089337,1.909617517596276e-41
C1QTNF6,FGFR2,Human,Fibroblasts,Ductal_,0.029887920298879204,24.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.379089898971946,11.226682727176698,12.084376729488334,10.826553976368011,2.3543571114631836e-105
DEAF1,FGFR2,Human,Fibroblasts,Ductal_,0.0361145703611457,29.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,11.96206727121117,12.207076759891057,11.707013128911626,12.136965897924318,0.9999999754667295
EMC10,FGFR2,Human,Fibroblasts,Ductal_,0.074719800747198,59.99999999999999,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.001197940614295,12.013093298096337,11.776104136105758,11.911209755343286,0.7600816859144501
ENOX1,FGFR2,Human,Fibroblasts,Ductal_,0.05105853051058531,41.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.203159583220662,11.53951511569333,12.032632293096524,11.387057437123381,1.450268035510284e-35
ERO1A,FGFR2,Human,Fibroblasts,Ductal_,0.039850560398505604,32.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.328816427156529,11.67647401570572,12.072797609780432,11.483999088089337,9.669022953919124e-45
FAM20C,FGFR2,Human,Fibroblasts,Ductal_,0.1569115815691158,125.99999999999999,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.616878987674236,11.633089141858584,12.464843458586538,11.380808184313663,6.614794843527833e-256
FRZB,FGFR2,Human,Fibroblasts,Ductal_,0.039850560398505604,32.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.50386179699371,11.67647401570572,12.342651216835023,11.483999088089337,3.2031580486897585e-47
IGFBP2,FGFR2,Human,Fibroblasts,Ductal_,0.09090909090909091,73.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.077029493790288,11.610015270781677,11.859017473622462,11.451737844870731,5.145241377427892e-41
IGFBP3,FGFR2,Human,Fibroblasts,Ductal_,0.12079701120797011,97.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.451909647435162,11.468245590398844,12.188768501162716,11.204755308587904,1.340579255282465e-218
IGFBP7,FGFR2,Human,Fibroblasts,Ductal_,0.1917808219178082,154.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.488845292139766,11.76263091481213,12.297939728366803,11.55552769231266,3.682945637163076e-139
ISLR,FGFR2,Human,Fibroblasts,Ductal_,0.1569115815691158,125.99999999999999,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.498802377532117,11.633089141858584,12.297939728366803,11.380808184313663,4.195462684421282e-174
METRN,FGFR2,Human,Fibroblasts,Ductal_,0.039850560398505604,32.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,11.918708188402993,11.67647401570572,11.771775838186864,11.483999088089337,4.6036302265427296e-08
METRNL,FGFR2,Human,Fibroblasts,Ductal_,0.08717310087173101,70.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.518365961009852,11.862828943370976,12.318660676702283,11.796158347650215,3.412814999925237e-70
NBL1,FGFR2,Human,Fibroblasts,Ductal_,0.10460772104607721,84.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.02936735278968,11.740288080664909,11.756973877568374,11.492750199968082,1.213619887626619e-21
NDFIP1,FGFR2,Human,Fibroblasts,Ductal_,0.0759651307596513,61.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.063116827637527,11.925642196252214,11.85057776902004,11.814356867413768,0.00034104869598281624
PCOLCE,FGFR2,Human,Fibroblasts,Ductal_,0.16189290161892902,130.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.360156237587663,11.9439813272531,12.201684177951574,11.866224618689335,4.1260219420759894e-46
PDZD2,FGFR2,Human,Fibroblasts,Ductal_,0.05105853051058531,41.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.218018055403938,11.53951511569333,12.13412812293005,11.387057437123381,4.4736903805882966e-36
PLAC9,FGFR2,Human,Fibroblasts,Ductal_,0.05105853051058531,41.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.67595738553534,11.53951511569333,12.581511797639534,11.387057437123381,1.5432947327523325e-75
PLXDC1,FGFR2,Human,Fibroblasts,Ductal_,0.034869240348692404,28.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.69961982721499,12.306700116625926,12.500228273808071,12.250005191539845,3.734931418124964e-11
PODN,FGFR2,Human,Fibroblasts,Ductal_,0.029887920298879204,24.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.164114455086112,11.226682727176698,11.722972627872828,10.826553976368011,1.0217207087669682e-54
PTEN,FGFR2,Human,Fibroblasts,Ductal_,0.15566625155666253,125.00000000000001,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.089016429460468,11.690383149336627,11.845951536582893,11.469487709743191,3.125675605851707e-45
SDCBP,FGFR2,Human,Fibroblasts,Ductal_,0.06973848069738481,56.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.097511083216707,11.436853061400083,11.857231944170497,11.128809903625541,4.593529235436438e-87
SFRP4,FGFR2,Human,Fibroblasts,Ductal_,0.10087173100871731,81.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.590123139054244,11.890694575867776,12.345780319645694,11.671583104649603,4.551066793552705e-80
SOGA1,FGFR2,Human,Fibroblasts,Ductal_,0.05105853051058531,41.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.445488467700216,11.53951511569333,12.341128072047654,11.387057437123381,1.5944438969764286e-66
SPARC,FGFR2,Human,Fibroblasts,Ductal_,0.1917808219178082,154.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.551313362325171,11.76263091481213,12.358064627420468,11.55552769231266,2.0813577074714504e-161
SPOCK2,FGFR2,Human,Fibroblasts,Ductal_,0.034869240348692404,28.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.153425513622938,12.306700116625926,11.941234569764964,12.250005191539845,0.9999503267986645
YBX1,FGFR2,Human,Fibroblasts,Ductal_,0.05105853051058531,41.0,0.0,1.0,0.9866272765807244,0.9932911338478384,L,12.221157587757933,11.53951511569333,12.017827073385982,11.387057437123381,2.3209532981367087e-48
FMOD,ITGA6,Human,Fibroblasts,Ductal_,0.36737235367372356,295.0,0.0,1.0,0.999999397671018,0.9999996988354637,L,12.466587631339504,12.048988846587783,11.935604657664882,11.658901425845965,1.5966200534591528e-32
ISLR,ITGA6,Human,Fibroblasts,Ductal_,0.298879202988792,239.99999999999997,0.0,1.0,0.999999397671018,0.9999996988354637,L,12.341038574925935,11.89412778988804,11.734035160358534,11.452796504503333,1.5995962466533514e-35
PODN,ITGA6,Human,Fibroblasts,Ductal_,0.074719800747198,59.99999999999999,0.0,1.0,0.999999397671018,0.9999996988354637,L,12.2877411437779,11.42301862307319,11.548955551186511,10.96912605924691,1.4299920853831038e-100
PRELP,ITGA6,Human,Fibroblasts,Ductal_,0.21668742216687423,174.0,0.0,1.0,0.999999397671018,0.9999996988354637,L,12.827560407531255,12.127278579827358,12.212024893116322,11.739551481404963,1.4488891004865784e-89
ADAMTS7,ITGA2,Human,Fibroblasts,Ductal_,0.099626400996264,80.0,0.0,1.0,1.0,1.0,L,12.120938098115209,11.35630965104758,11.442131273357013,10.917611710233944,1.7570571544729777e-84
ADAMTSL4,ITGA2,Human,Fibroblasts,Ductal_,0.20672478206724781,166.0,0.0,1.0,1.0,1.0,L,12.561233328741244,11.887543317840366,12.003569636055651,11.552492427947396,2.319869540977737e-83
C1QTNF3,ITGA2,Human,Fibroblasts,Ductal_,0.08094645080946451,65.0,0.0,1.0,1.0,1.0,L,12.4838822794971,12.332189673076401,12.064393010044448,12.11962735898159,0.032874515440133575
CGREF1,ITGA2,Human,Fibroblasts,Ductal_,0.06973848069738481,56.0,0.0,1.0,1.0,1.0,L,11.821938719242995,12.089431073058254,11.316236576982744,11.809149129204238,1.0
CHRDL1,ITGA2,Human,Fibroblasts,Ductal_,0.08094645080946451,65.0,0.0,1.0,1.0,1.0,L,12.799210929012096,12.332189673076401,12.26537932554871,12.11962735898159,9.631436830077305e-21
CLEC11A,ITGA2,Human,Fibroblasts,Ductal_,0.2403486924034869,193.0,0.0,1.0,1.0,1.0,L,12.151344775313023,11.733288114802049,11.676573953234154,11.342310540578673,4.05356534399727e-36
EGFL6,ITGA2,Human,Fibroblasts,Ductal_,0.099626400996264,80.0,0.0,1.0,1.0,1.0,L,12.157035646388394,11.35630965104758,11.444063926772213,10.917611710233944,6.895936582583207e-96
EMILIN1,ITGA2,Human,Fibroblasts,Ductal_,0.06973848069738481,56.0,0.0,1.0,1.0,1.0,L,11.882801333500433,12.089431073058254,11.333477533731005,11.809149129204238,0.9999999999999772
