ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
RGMA,BMPR2,Human,Fibroblasts,mDCs_B,0.036585365853658534,3.0,0.006,0.994,0.9089831622726787,0.9505415631623073,LRDB,13.24029568220468,11.669178857279311,12.89626815894912,11.3127479725251,0.00013094732083826025
THBS1,SDC1,Human,Fibroblasts,mDCs_B,0.13414634146341464,11.0,0.0,1.0,0.8741907049711485,0.9349816602325142,LRDB,12.164572357697521,14.263914055518887,11.746786368774242,14.680391493264057,0.9999999999999991
TNC,SDC1,Human,Fibroblasts,mDCs_B,0.10975609756097561,9.0,0.0,1.0,0.8741907049711485,0.9349816602325142,LRDB,11.778383205379448,13.188347430488255,11.377665538992213,14.067616322346108,0.9999923983035198
PTN,SDC1,Human,Fibroblasts,mDCs_B,0.036585365853658534,3.0,0.038,0.962,0.8741907049711485,0.9170449597387496,LRDB,11.56190046694647,11.540228511614398,11.03734079442252,12.251856117214984,0.6339566615502654
ICAM1,IL2RG,Human,Fibroblasts,mDCs_B,0.07317073170731707,6.0,0.0,1.0,0.9981119945526519,0.999055551284638,LRDB,13.029997711953921,14.549824202115875,12.757231325544247,14.186096329782716,0.9999998935531337
HSP90B1,TLR4,Human,Fibroblasts,mDCs_B,0.0975609756097561,8.0,0.0,1.0,0.9998760503835201,0.9999380232712026,LRDB,12.901286871364851,14.099209584932588,12.466666051697143,14.223160197234463,0.9999879289442868
BGN,TLR4,Human,Fibroblasts,mDCs_B,0.1951219512195122,16.0,0.0,1.0,0.9998760503835201,0.9999380232712026,LRDB,13.314642621191805,14.079133206171234,12.94478113730164,13.875285112433989,0.9999393388951378
HMGB1,TLR4,Human,Fibroblasts,mDCs_B,0.10975609756097561,9.0,0.0,1.0,0.9998760503835201,0.9999380232712026,LRDB,12.950568527238557,13.828036969795836,12.542070676660554,14.057987240492833,0.999427647656232
HSPA1A,TLR4,Human,Fibroblasts,mDCs_B,0.024390243902439025,2.0,0.016,0.984,0.9998760503835201,0.9919062624952943,LRDB,13.356406204698475,15.152881921126696,12.902081648152507,15.744273329769499,0.9999900260970845
GNAI2,EDNRB,Human,Fibroblasts,mDCs_B,0.07317073170731707,6.0,0.0,1.0,0.6618875559792702,0.813564721444625,LRDB,13.6946600476243,12.89056699604087,13.343846512238457,12.464974141840901,0.00209383319204111
CXCL14,CXCR4,Human,Fibroblasts,mDCs_B,0.13414634146341464,11.0,0.0,1.0,0.783434567359424,0.8851183917191101,LRDB,12.846496058379174,13.218975158850833,12.57282055978613,13.34099901523325,0.9595347175903141
HMGB1,CXCR4,Human,Fibroblasts,mDCs_B,0.18292682926829268,15.0,0.0,1.0,0.783434567359424,0.8851183917191101,LRDB,12.371995194673822,13.543346801981851,12.04492729221942,13.40545709681924,0.9999999999114778
CXCL12,CXCR4,Human,Fibroblasts,mDCs_B,0.10975609756097561,9.0,0.0,1.0,0.783434567359424,0.8851183917191101,LRDB,12.142291104592127,12.857611551414871,11.687866654415197,13.046403850526815,0.9933704229193925
CXCL12,CD4,Human,Fibroblasts,mDCs_B,0.15853658536585366,13.0,0.0,1.0,0.8322097029638973,0.9122552838783107,LRDB,12.262255484014478,12.822300311553775,11.718221451585812,13.091304411601433,0.9911596154632696
IL16,CD4,Human,Fibroblasts,mDCs_B,0.07317073170731707,6.0,0.0,1.0,0.8322097029638973,0.9122552838783107,LRDB,13.037076458192237,14.440213238759586,12.746194655840803,14.27236778424111,0.9999998211072029
DLL1,NOTCH2,Human,Fibroblasts,mDCs_B,0.07317073170731707,6.0,0.0,1.0,0.8807970779778823,0.9385078997951388,LRDB,12.808893873271575,14.339453670747826,12.550900857642667,16.461098718925875,0.9998832896606573
HMGB1,TLR2,Human,Fibroblasts,mDCs_B,0.15853658536585366,13.0,0.0,1.0,0.9999999999999347,0.9999999999999674,LRDB,12.120000031595891,14.455162360518976,11.71650278274424,14.057987240492833,1.0
HSP90B1,TLR2,Human,Fibroblasts,mDCs_B,0.14634146341463414,12.0,0.0,1.0,0.9999999999999347,0.9999999999999674,LRDB,12.067527080226151,13.780445833968237,11.588735090516852,13.592937463040345,0.9999999999999963
BGN,TLR2,Human,Fibroblasts,mDCs_B,0.3780487804878049,31.0,0.0,1.0,0.9999999999999347,0.9999999999999674,LRDB,12.501095223910182,13.847771157111193,12.108127358959035,14.050843176875551,1.0
VCAN,TLR2,Human,Fibroblasts,mDCs_B,0.4634146341463415,38.0,0.0,1.0,0.9999999999999347,0.9999999999999674,LRDB,12.457457542872852,14.054526767947419,12.034998889777675,14.100690621396588,1.0
PROS1,AXL,Human,Fibroblasts,mDCs_B,0.1951219512195122,16.0,0.0,1.0,0.6660486273416178,0.8161180229241466,LRDB,12.32924427450276,13.918936026124454,11.925660817130389,14.347184482417077,1.0
GRN,TNFRSF1A,Human,Ductal_,mDCs_B,0.14644351464435146,35.0,0.004,0.996,0.9998890756255248,0.9979426433032225,LRDB,12.098771626731056,10.821557904223845,11.658335744580363,10.84355219662766,5.736146103853409e-62
GRN,TNFRSF1B,Human,Ductal_,mDCs_B,0.25523012552301255,61.0,0.0,1.0,0.6578766604998916,0.8110959625715638,LRDB,12.51490401082482,10.754283902928263,12.164943201713417,10.401808740836506,9.69827050239293e-204
ICAM3,ITGB2,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.003,0.997,0.999994518738524,0.9984961367888753,LRDB,12.731099763621243,10.576758617012715,12.398294879206862,10.822810223775237,1.1994983266417804e-22
PLAT,ITGB2,Human,Ductal_,mDCs_B,0.5188284518828452,124.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,12.142717723895098,10.711352287895885,11.733808462650895,10.321621132085701,4.721847225247926e-259
PROC,ITGB2,Human,Ductal_,mDCs_B,0.008368200836820083,1.9999999999999998,0.009,0.991,0.999994518738524,0.9954871009058215,LRDB,12.26350146289821,8.272605201529641,11.848584922229419,8.309975399498327,1.4895738527002676e-44
C3,ITGB2,Human,Ductal_,mDCs_B,0.5857740585774058,140.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,11.898596700041667,10.439952864898583,11.521444964272863,10.112613848483651,9.98459870208203e-299
ICAM1,ITGB2,Human,Ductal_,mDCs_B,0.07112970711297072,17.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,12.635867844188251,10.649116188299132,12.245582589325302,10.026457036038133,7.303978357943399e-77
VCAM1,ITGB2,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,12.1359206507504,9.955515076361095,11.849913440833653,10.065103678214552,6.982242558657996e-23
CD14,ITGB2,Human,Ductal_,mDCs_B,0.100418410041841,24.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,12.39895876530034,11.098725428467345,12.063880868678872,10.931480700779808,2.6914390778419784e-45
FGB,ITGB2,Human,Ductal_,mDCs_B,0.16317991631799164,39.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,11.801071272547997,10.688358175461934,11.472140869989207,10.534997883731576,1.8299503255071136e-59
FGA,ITGB2,Human,Ductal_,mDCs_B,0.6359832635983264,152.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,11.611933079850763,10.220820007772335,11.288704865475289,9.848784308405172,0.0
FGG,ITGB2,Human,Ductal_,mDCs_B,0.40585774058577406,97.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,11.52284654829453,10.219911751836149,11.284458380229653,9.94199543744859,4.411639915790555e-207
S100A9,ITGB2,Human,Ductal_,mDCs_B,0.029288702928870293,7.0,0.0,1.0,0.999994518738524,0.9999972593655064,LRDB,12.366430389244504,10.480739112951072,11.968763664664964,10.598215045281094,5.0132686054552235e-29
SPON2,ITGB2,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.004,0.996,0.999994518738524,0.9979952608422396,LRDB,12.583099885161996,9.927663718229425,12.17578686168136,9.878267971633662,2.6762547880903457e-59
ICAM3,CD209,Human,Ductal_,mDCs_B,0.0041841004184100415,0.9999999999999999,0.043,0.957,0.992320348826839,0.9745001661504654,LRDB,13.07238164789743,10.578664913176157,13.025479750447683,11.485983329457554,4.7832743861895385e-06
CEACAM1,CD209,Human,Ductal_,mDCs_B,0.04184100418410042,10.0,0.0,1.0,0.992320348826839,0.9961527738388519,LRDB,11.632070806816575,11.361953507977105,11.27578257405959,11.20005859735236,0.06706440823568281
EFNB1,EPHB2,Human,Ductal_,mDCs_B,0.06694560669456066,15.999999999999998,0.0,1.0,0.9998428403705464,0.9999214170976369,LRDB,11.970193096309197,9.69526352456432,11.478307427722594,9.571538848902097,3.6618741073573855e-77
EFNA5,EPHB2,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.02,0.98,0.9998428403705464,0.9898717005567618,LRDB,11.789979730539184,9.675023754278884,11.326413984454609,8.995338942657138,1.2388993963037774e-36
VEGFA,EPHB2,Human,Ductal_,mDCs_B,0.06694560669456066,15.999999999999998,0.0,1.0,0.9998428403705464,0.9999214170976369,LRDB,12.002468605524426,9.771896945088791,11.541270950846695,9.600119170504318,2.0962800406757614e-81
AFDN,EPHB2,Human,Ductal_,mDCs_B,0.02092050209205021,5.0,0.014,0.986,0.9998428403705464,0.9928972961013434,LRDB,12.114864240505424,10.37684598328085,11.589668869536082,10.232606094451683,2.7156577506940573e-24
MIF,CXCR4,Human,Ductal_,mDCs_B,0.04184100418410042,10.0,0.0,1.0,0.8670781132723689,0.9311702923055315,LRDB,12.418583462200601,10.78437615556978,12.111427715316285,10.971105033246515,2.7093458488221064e-27
TGFB1,CXCR4,Human,Ductal_,mDCs_B,0.03765690376569038,9.0,0.0,1.0,0.8670781132723689,0.9311702923055315,LRDB,12.557576764744011,11.685451065935464,12.2487131751435,11.437220605668658,7.365077367737893e-07
HMGB1,CXCR4,Human,Ductal_,mDCs_B,0.3305439330543933,79.0,0.0,1.0,0.8670781132723689,0.9311702923055315,LRDB,12.371995194673822,10.60306689070619,12.04492729221942,10.284132594259331,5.005305702125737e-258
ZG16B,CXCR4,Human,Ductal_,mDCs_B,0.19665271966527198,47.0,0.0,1.0,0.8670781132723689,0.9311702923055315,LRDB,11.849739497097216,10.359131542443844,11.475472533211947,10.100807028746663,5.252817883505325e-133
TGFB1,TGFBR1,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.03,0.97,0.9541228765114577,0.9620286847158529,LRDB,12.514126325869448,11.7730794757396,12.21332918142838,11.230883379957977,0.00023720745475749934
CGN,TGFBR1,Human,Ductal_,mDCs_B,0.08786610878661087,21.0,0.0,1.0,0.9541228765114577,0.9767921357747807,LRDB,12.434204913349548,10.732689566660916,12.078898031062366,10.254329772008642,6.703481752156598e-79
TGFB2,TGFBR1,Human,Ductal_,mDCs_B,0.02092050209205021,5.0,0.0,1.0,0.9541228765114577,0.9767921357747807,LRDB,12.787746898066322,12.967924363784933,12.596910162208951,12.450030111842802,0.8926502746376654
VTN,ITGAV,Human,Ductal_,mDCs_B,0.03765690376569038,9.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,12.248289758571284,10.947712629328574,11.9008516808696,10.665502881190918,2.66115041670752e-20
TNC,ITGAV,Human,Ductal_,mDCs_B,0.0502092050209205,12.0,0.002,0.998,0.983666026223002,0.9908070923093738,LRDB,12.029943557144355,10.760958117070139,11.666820565867607,10.332222769313548,1.4168416294772077e-27
SPP1,ITGAV,Human,Ductal_,mDCs_B,0.20920502092050208,50.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,11.929115175374065,10.734916467997246,11.621938115491277,10.264781927184,2.114523955057457e-90
COL4A4,ITGAV,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.001,0.999,0.983666026223002,0.9913033643626854,LRDB,12.707029587406423,10.532274514180813,12.257850908760538,10.448343608985644,1.7400702674679946e-21
CALR,ITGAV,Human,Ductal_,mDCs_B,0.12133891213389121,29.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,12.256253809513884,10.76305904951741,11.819375969978635,10.335599923295625,1.5908460381461961e-68
FGG,ITGAV,Human,Ductal_,mDCs_B,0.13389121338912133,31.999999999999996,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,11.688550197357735,10.63820641413363,11.499230654041037,10.161810785342158,1.9108755381690217e-54
FGA,ITGAV,Human,Ductal_,mDCs_B,0.200836820083682,48.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,11.722749318561176,10.566196792293141,11.429408181346151,10.101122808289023,2.5970775659506895e-91
FGB,ITGAV,Human,Ductal_,mDCs_B,0.04184100418410042,10.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,11.914361598210998,11.029001611054271,11.580407271383267,10.649950272103702,6.375062531528906e-15
ADAM9,ITGAV,Human,Ductal_,mDCs_B,0.19665271966527198,47.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,12.180773254691088,11.186056887252567,11.724688664242953,10.930912907277161,8.836055390252194e-42
VEGFA,ITGAV,Human,Ductal_,mDCs_B,0.14644351464435146,35.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,12.136501740601823,10.872447822200945,11.697208666184864,10.447090881879657,3.2619805376703225e-68
ADAM15,ITGAV,Human,Ductal_,mDCs_B,0.08786610878661087,21.0,0.0,1.0,0.983666026223002,0.991799388093682,LRDB,12.333873254440398,10.827446093226195,11.93044030022543,10.438893053899065,7.319947079173645e-51
VTN,ITGB1,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.025,0.975,0.9447514854126595,0.9597565828257407,LRDB,12.182244522659259,10.782271759485665,11.820277465401514,10.31462324589975,3.5506085514149486e-19
FGB,ITGB1,Human,Ductal_,mDCs_B,0.05439330543933055,13.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,11.745653935967223,10.601252749027372,11.373368134342908,10.25237033679472,5.485336582095355e-19
FGA,ITGB1,Human,Ductal_,mDCs_B,0.16317991631799164,39.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,11.631469400105454,10.421494606625904,11.3290465229603,9.78433834085248,5.436253115853656e-81
FGG,ITGB1,Human,Ductal_,mDCs_B,0.09205020920502092,22.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,11.613955011274303,10.40882610350139,11.382578308161925,9.730765841926148,2.1103181283143967e-56
ADAM15,ITGB1,Human,Ductal_,mDCs_B,0.06276150627615062,15.0,0.038,0.962,0.9447514854126595,0.9533367343006239,LRDB,12.24196270152339,10.578309177538063,11.857571610411203,10.127062822515345,3.2720527370124806e-50
LAMC3,ITGB1,Human,Ductal_,mDCs_B,0.0041841004184100415,0.9999999999999999,0.011,0.989,0.9447514854126595,0.9666225835728857,LRDB,12.071485027327231,12.948764335921148,12.263982144693987,11.987319389628897,0.8559054819939023
TGM2,ITGB1,Human,Ductal_,mDCs_B,0.17154811715481172,41.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,12.05016882440414,10.870903319653836,11.611716642764906,10.354584202049166,2.905863937280888e-68
AGRN,ITGB1,Human,Ductal_,mDCs_B,0.11715481171548117,28.0,0.037,0.963,0.9447514854126595,0.9538321028631774,LRDB,12.025081264575684,10.935839507948467,11.588832404444549,10.528776638235696,1.1427756670198528e-41
SPP1,ITGB1,Human,Ductal_,mDCs_B,0.16317991631799164,39.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,11.841715684244898,10.580220073071228,11.504035006362423,10.032063758465316,2.1949508168672287e-79
LAMB2,ITGB1,Human,Ductal_,mDCs_B,0.04184100418410042,10.0,0.043,0.957,0.9447514854126595,0.9508560204047273,LRDB,12.173880193196018,11.298133378863097,11.599991997462247,10.91790316171215,4.631306914456456e-09
NPNT,ITGB1,Human,Ductal_,mDCs_B,0.04602510460251046,11.0,0.006,0.994,0.9447514854126595,0.9690629373266648,LRDB,11.96191395332254,11.071921527168726,11.494289282928186,10.718071931014983,2.9369614022220906e-09
COL4A4,ITGB1,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.006,0.994,0.9447514854126595,0.9690629373266648,LRDB,12.700033256969805,10.758710246151013,12.279307608982041,10.992116290485255,1.0032380411755942e-12
RELN,ITGB1,Human,Ductal_,mDCs_B,0.03765690376569038,9.0,0.0,1.0,0.9447514854126595,0.9719832742453234,LRDB,11.8370402140463,11.229566187567427,11.517201105551951,11.061712367606184,1.1780531900210882e-05
VTN,ITGB5,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.011,0.989,0.8161077010556762,0.8984044280523464,LRDB,11.99536694691903,10.561653883751589,11.59360638286152,10.048218154521273,1.781947376227533e-20
SORBS1,ITGB5,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.005,0.995,0.8161077010556762,0.901125497669663,LRDB,12.130660157344382,11.063785989015186,11.821302840195003,10.729354267190702,2.4565487971770726e-08
SPP1,ITGB5,Human,Ductal_,mDCs_B,0.16736401673640167,40.0,0.0,1.0,0.8161077010556762,0.9033867948202897,LRDB,11.706593935843985,10.461476893778007,11.313340461044998,9.934943197049227,5.721215722370478e-81
ADAM9,ITGB5,Human,Ductal_,mDCs_B,0.13807531380753138,33.0,0.016,0.984,0.8161077010556762,0.8961305584783867,LRDB,11.970532368620287,11.042689758845427,11.487679453121515,10.73540948956929,6.889570979950705e-30
BMP4,BMPR2,Human,Ductal_,mDCs_B,0.03765690376569038,9.0,0.002,0.998,0.8718324740352162,0.9327855107617966,LRDB,12.336285064896689,9.610863250237019,11.976272033721578,9.2986061527911,1.1760759775407894e-65
C4BPA,BMPR2,Human,Ductal_,mDCs_B,0.016736401673640166,3.9999999999999996,0.0,1.0,0.8718324740352162,0.9337196977868767,LRDB,11.693772313192278,9.50371207475348,11.747002285723326,9.346645768780864,5.653924355223882e-34
BMP2,BMPR2,Human,Ductal_,mDCs_B,0.08368200836820083,20.0,0.0,1.0,0.8718324740352162,0.9337196977868767,LRDB,12.25404492838109,9.935826105047402,11.811985075157942,9.622590910963613,3.075002739521931e-132
ADAM10,GPNMB,Human,Ductal_,mDCs_B,0.16736401673640167,40.0,0.0,1.0,1.0,1.0,LRDB,12.588847109444671,10.973589246781541,12.081704758600617,10.877796044193108,6.633186268033563e-109
ADAM10,IL6R,Human,Ductal_,mDCs_B,0.058577405857740586,14.0,0.0,1.0,0.8936931023077097,0.9453534271941418,LRDB,12.007334741431318,10.014881480678836,11.541559509550607,9.861381020773289,1.7988183220851193e-67
ADAM17,IL6R,Human,Ductal_,mDCs_B,0.04602510460251046,11.0,0.0,1.0,0.8936931023077097,0.9453534271941418,LRDB,12.059752022116111,9.890009863015077,11.574566464080602,9.536994616500255,4.9794687370271636e-42
ADAM10,TREM2,Human,Ductal_,mDCs_B,0.24267782426778242,58.0,0.0,1.0,0.7920772935338267,0.8899872434669087,LRDB,12.916675812546094,10.473167245601967,12.621085073814896,10.271720107181332,0.0
CGN,TGFBR2,Human,Ductal_,mDCs_B,0.07112970711297072,17.0,0.0,1.0,0.9507792012887477,0.975079074377431,LRDB,12.428324556713143,11.041450068444423,12.027233724506942,10.628139721362196,9.957803929059182e-39
TGFB2,TGFBR2,Human,Ductal_,mDCs_B,0.029288702928870293,7.0,0.0,1.0,0.9507792012887477,0.975079074377431,LRDB,12.671536959498999,13.457546995167139,12.245436554912603,13.224669852398783,0.9998309958040329
HSP90B1,TLR4,Human,Ductal_,mDCs_B,0.11715481171548117,28.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.901286871364851,10.667093791765792,12.466666051697143,10.535858701682276,2.933444971832882e-136
HSPA4,TLR4,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,13.119555070307252,10.135898719922855,12.60856285303651,9.612347411434536,1.5151805309138054e-61
DEFB4A,TLR4,Human,Ductal_,mDCs_B,0.0041841004184100415,0.9999999999999999,0.004,0.996,0.9999999999417912,0.9979979959609258,LRDB,11.433971882599309,10.478188035703985,11.055532755450837,10.034763051820429,0.08348168692589797
CD14,TLR4,Human,Ductal_,mDCs_B,0.029288702928870293,7.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.833204355267442,11.022169537550589,12.423625873196025,10.676251483081469,1.3580507013583802e-22
FGB,TLR4,Human,Ductal_,mDCs_B,0.03765690376569038,9.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.157514393723316,10.905335518653075,11.903927334476904,10.646610502005174,8.297301691992707e-18
FGA,TLR4,Human,Ductal_,mDCs_B,0.15481171548117154,37.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,11.932084583495179,10.464341284553496,11.617737796502176,10.31222461260632,5.826718227237741e-93
FGG,TLR4,Human,Ductal_,mDCs_B,0.0794979079497908,19.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,11.818653018658363,10.618647568958302,11.612927640252048,10.568174427401646,6.001638003025563e-42
HMGB1,TLR4,Human,Ductal_,mDCs_B,0.1589958158995816,38.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.950568527238557,10.773843909684636,12.542070676660554,10.597633132978249,2.942706690160651e-167
HSPA1A,TLR4,Human,Ductal_,mDCs_B,0.04602510460251046,11.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,13.356406204698475,10.926767605321698,12.902081648152507,10.218555003769831,5.675844280737015e-50
IRAK4,TLR4,Human,Ductal_,mDCs_B,0.02092050209205021,5.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.490937455913437,9.691988823444584,12.139172301336167,8.900796104030476,1.791401000387517e-47
ZG16B,TLR4,Human,Ductal_,mDCs_B,0.08368200836820083,20.0,0.0,1.0,0.9999999999417912,0.9999999999708956,LRDB,12.28618555343928,10.493863978092142,11.961661064777763,10.376085362304874,1.6929076934549478e-72
GNAI2,EDNRB,Human,Ductal_,mDCs_B,0.1087866108786611,26.0,0.0,1.0,0.9398648123745811,0.9694662512819006,LRDB,13.6946600476243,10.653101192110688,13.343846512238457,10.657568444622166,2.2979388421020037e-188
EDN3,EDNRB,Human,Ductal_,mDCs_B,0.0041841004184100415,0.9999999999999999,0.009,0.991,0.9398648123745811,0.9650937928839921,LRDB,12.277266039323766,10.540558959199947,11.839407762223436,9.050531006404038,0.001457545131659303
EDN2,EDNRB,Human,Ductal_,mDCs_B,0.0041841004184100415,0.9999999999999999,0.004,0.996,0.9398648123745811,0.9675253759592473,LRDB,15.425245979640293,10.293108387570943,15.594691067822499,11.410531059764459,1.9146070411813593e-05
EDN1,EDNRB,Human,Ductal_,mDCs_B,0.02510460251046025,6.0,0.0,1.0,0.9398648123745811,0.9694662512819006,LRDB,14.171051258823582,11.363158285478708,13.927884827547613,11.267986480589538,6.900609657135854e-49
SEMA4A,PLXNB2,Human,Ductal_,mDCs_B,0.03347280334728033,7.999999999999999,0.03,0.97,0.7220394861885632,0.836886074446759,LRDB,12.088324073899228,11.239897692681705,11.658366994595909,11.016585042105609,6.483307103370907e-08
SEMA4D,PLXNB2,Human,Ductal_,mDCs_B,0.100418410041841,24.0,0.0,1.0,0.7220394861885632,0.8497290663432452,LRDB,12.064988371664137,10.539405789144302,11.663213772400741,10.238037842302344,1.9466424330958428e-67
HLA-G,CD4,Human,Ductal_,mDCs_B,0.14644351464435146,35.0,0.0,1.0,0.8992074723022792,0.9482655072827858,LRDB,12.674972731898926,10.720206172437377,12.226102324876187,10.405265546557679,5.343197203885501e-131
SLPI,CD4,Human,Ductal_,mDCs_B,0.4602510460251046,110.0,0.0,1.0,0.8992074723022792,0.9482655072827858,LRDB,12.482294084634766,10.628174151786176,12.04979291269757,10.319503043694583,0.0
HMGB1,TLR2,Human,Ductal_,mDCs_B,0.2384937238493724,57.0,0.0,1.0,0.9999999999999998,0.9999999999999999,LRDB,12.120000031595891,10.810153835650532,11.71650278274424,10.58947261661113,9.316493819672352e-99
HSP90B1,TLR2,Human,Ductal_,mDCs_B,0.17154811715481172,41.0,0.0,1.0,0.9999999999999998,0.9999999999999999,LRDB,12.067527080226151,10.625006872321858,11.588735090516852,10.363011601925498,7.950135092791979e-92
VCAN,TLR2,Human,Ductal_,mDCs_B,0.029288702928870293,7.0,0.0,1.0,0.9999999999999998,0.9999999999999999,LRDB,12.457457542872852,10.143971853410198,12.034998889777675,9.165979443763126,6.082155486447321e-34
ZG16B,TLR2,Human,Ductal_,mDCs_B,0.1297071129707113,31.0,0.0,1.0,0.9999999999999998,0.9999999999999999,LRDB,11.54772696853116,10.552328579301381,11.182370879410916,10.365925941909499,4.0993648472776093e-41
HRAS,TLR2,Human,Ductal_,mDCs_B,0.02092050209205021,5.0,0.0,1.0,0.9999999999999998,0.9999999999999999,LRDB,12.076582429166633,11.220095805571491,11.64180953949829,10.636888196049588,0.00036294296762886543
SYK,FCGR2A,Human,Ductal_,mDCs_B,0.08368200836820083,20.0,0.0,1.0,0.6545609063885564,0.809049384394152,LRDB,12.330100410111063,11.268374739957794,11.966522243829472,11.454397555961078,1.1193111182981246e-27
CSF1,CSF1R,Human,Ductal_,mDCs_B,0.058577405857740586,14.0,0.0,1.0,0.8375421083149857,0.9151732668270997,LRDB,12.033016688775724,9.983619768214181,11.64901362226001,9.820758571811979,3.1207814465250045e-72
CCL15,CCR1,Human,Ductal_,mDCs_B,0.05439330543933055,13.0,0.0,1.0,0.7743828471625329,0.8799902540156527,LRDB,12.240850834653012,10.622218043572971,11.857313324370654,10.313404620074275,9.787575959561086e-32
SPP1,PTGER4,Human,Ductal_,mDCs_B,0.12133891213389121,29.0,0.0,1.0,0.653941368423595,0.8086664135622271,LRDB,11.797118269244942,11.427065372303044,11.396330439537877,11.371436473756523,4.261692712245796e-06
CEACAM1,CD209,Human,Cancer_clone_B,mDCs_B,0.04081632653061224,1.9999999999999998,0.002,0.998,0.7635600119552403,0.8729449535516713,LRDB,11.632070806816575,10.505000925149915,11.27578257405959,11.807488225884024,0.08656701463681332
MIF,CXCR4,Human,Cancer_clone_B,mDCs_B,0.061224489795918366,3.0,0.0,1.0,0.8970174231125827,0.9471100374890885,LRDB,12.418583462200601,12.974126470396712,12.111427715316285,12.722241170886269,0.728949538473611
TGFB1,CXCR4,Human,Cancer_clone_B,mDCs_B,0.04081632653061224,1.9999999999999998,0.012,0.988,0.8970174231125827,0.9414102262219334,LRDB,12.557576764744011,12.147290687395092,12.2487131751435,12.016482941746975,0.37694421587991733
CXCL14,CXCR4,Human,Cancer_clone_B,mDCs_B,0.12244897959183673,6.0,0.0,1.0,0.8970174231125827,0.9471100374890885,LRDB,12.846496058379174,12.007094814922961,12.57282055978613,12.057439991997622,0.021595591375832876
HMGB1,CXCR4,Human,Cancer_clone_B,mDCs_B,0.2857142857142857,14.0,0.0,1.0,0.8970174231125827,0.9471100374890885,LRDB,12.371995194673822,12.226302598671452,12.04492729221942,12.181072267543872,0.42099015120767547
ZG16B,CXCR4,Human,Cancer_clone_B,mDCs_B,0.061224489795918366,3.0,0.01,0.99,0.8970174231125827,0.942362588859223,LRDB,11.849739497097216,11.51581603384117,11.475472533211947,10.957523772646274,0.3058256187065515
MMP2,PECAM1,Human,Cancer_clone_B,mDCs_B,0.061224489795918366,3.0,0.005,0.995,0.8415180272281405,0.9150466857445033,LRDB,13.131640507316321,12.10455374966112,12.824043747253036,11.863827866248766,0.05395338568434102
EFNB2,PECAM1,Human,Cancer_clone_B,mDCs_B,0.3877551020408163,19.0,0.0,1.0,0.8415180272281405,0.9173429169226416,LRDB,13.051221660701623,12.864309227852372,12.706563863817903,12.339222304755722,0.20838085808876583
