ligand,receptor,type,species
MMP1,LRP1B,R,Human
AMH,LRP1B,R,Human
C4BPA,LRP1B,R,Human
VTN,LRP1B,R,Human
PROC,LRP1B,R,Human
ANXA1,LRP1B,R,Human
PDGFA,LRP1B,R,Human
HRG,LRP1B,R,Human
WNT1,LRP1B,R,Human
IGF1,LRP1B,R,Human
S100A8,LRP1B,R,Human
SERPINE1,LRP1B,R,Human
FGF1,LRP1B,R,Human
COL5A2,LRP1B,R,Human
S100A9,LRP1B,R,Human
APOA4,LRP1B,R,Human
SERPINE2,LRP1B,R,Human
DCN,LRP1B,R,Human
LAMB1,LRP1B,R,Human
COL1A2,LRP1B,R,Human
INHBA,LRP1B,R,Human
FGF4,LRP1B,R,Human
VIM,LRP1B,R,Human
FGF2,LRP1B,R,Human
GSTP1,LRP1B,R,Human
LGALS1,LRP1B,R,Human
INHBB,LRP1B,R,Human
WNT2,LRP1B,R,Human
CFC1,LRP1B,R,Human
SPP1,LRP1B,R,Human
RBP3,LRP1B,R,Human
FGF6,LRP1B,R,Human
LAMC1,LRP1B,R,Human
FGF3,LRP1B,R,Human
FGF5,LRP1B,R,Human
COL11A1,LRP1B,R,Human
COL6A1,LRP1B,R,Human
COL6A2,LRP1B,R,Human
COL6A3,LRP1B,R,Human
BMP2,LRP1B,R,Human
BMP4,LRP1B,R,Human
BMP3,LRP1B,R,Human
TDGF1,LRP1B,R,Human
BMP1,LRP1B,R,Human
NID1,LRP1B,R,Human
PKM,LRP1B,R,Human
AREG,LRP1B,R,Human
ST6GAL1,LRP1B,R,Human
TIMP2,LRP1B,R,Human
BMP7,LRP1B,R,Human
ARF4,LRP1B,R,Human
VCL,LRP1B,R,Human
IL1RN,LRP1B,R,Human
FST,LRP1B,R,Human
TCN2,LRP1B,R,Human
EFNA1,LRP1B,R,Human
COL9A1,LRP1B,R,Human
COL5A1,LRP1B,R,Human
FGF7,LRP1B,R,Human
BGN,LRP1B,R,Human
IBSP,LRP1B,R,Human
MATN1,LRP1B,R,Human
TGM2,LRP1B,R,Human
BMP6,LRP1B,R,Human
IGFBP4,LRP1B,R,Human
FBLN1,LRP1B,R,Human
LAMA2,LRP1B,R,Human
LAMA1,LRP1B,R,Human
S100A4,LRP1B,R,Human
GDF1,LRP1B,R,Human
COL8A1,LRP1B,R,Human
COL4A5,LRP1B,R,Human
LRPAP1,LRP1B,R,Human
FGF9,LRP1B,R,Human
NTF4,LRP1B,R,Human
BMP8B,LRP1B,R,Human
HSPA4,LRP1B,R,Human
BTC,LRP1B,R,Human
FBN1,LRP1B,R,Human
COL18A1,LRP1B,R,Human
GDNF,LRP1B,R,Human
WNT5A,LRP1B,R,Human
GDF5,LRP1B,R,Human
MMP13,LRP1B,R,Human
CCN3,LRP1B,R,Human
COMP,LRP1B,R,Human
PGF,LRP1B,R,Human
VEGFB,LRP1B,R,Human
VEGFC,LRP1B,R,Human
PSEN1,LRP1B,R,Human
GPC3,LRP1B,R,Human
LUM,LRP1B,R,Human
EFNA3,LRP1B,R,Human
EFNA4,LRP1B,R,Human
EFNB2,LRP1B,R,Human
EFNA5,LRP1B,R,Human
MFAP2,LRP1B,R,Human
APOC4,LRP1B,R,Human
PLTP,LRP1B,R,Human
FGF8,LRP1B,R,Human
LAMB2,LRP1B,R,Human
WNT3,LRP1B,R,Human
WNT3A,LRP1B,R,Human
NRG3,LRP1B,R,Human
NXPH1,LRP1B,R,Human
ACTR2,LRP1B,R,Human
FGF12,LRP1B,R,Human
JAG1,LRP1B,R,Human
LCN2,LRP1B,R,Human
DLK1,LRP1B,R,Human
S100A12,LRP1B,R,Human
FBLN2,LRP1B,R,Human
EFNB1,LRP1B,R,Human
NDP,LRP1B,R,Human
NRG1,LRP1B,R,Human
COL7A1,LRP1B,R,Human
COL14A1,LRP1B,R,Human
COL16A1,LRP1B,R,Human
LGALS3BP,LRP1B,R,Human
MFGE8,LRP1B,R,Human
DSC1,LRP1B,R,Human
FGL1,LRP1B,R,Human
EFEMP1,LRP1B,R,Human
SEMA3B,LRP1B,R,Human
SEMA3F,LRP1B,R,Human
DMP1,LRP1B,R,Human
ITGB3BP,LRP1B,R,Human
MFAP5,LRP1B,R,Human
PDAP1,LRP1B,R,Human
ADAM9,LRP1B,R,Human
ADAM15,LRP1B,R,Human
MADCAM1,LRP1B,R,Human
LAMB3,LRP1B,R,Human
LAMC2,LRP1B,R,Human
COL9A3,LRP1B,R,Human
COL9A2,LRP1B,R,Human
SEMA3A,LRP1B,R,Human
DSC3,LRP1B,R,Human
IHH,LRP1B,R,Human
LTBP1,LRP1B,R,Human
ANGPT1,LRP1B,R,Human
FCN2,LRP1B,R,Human
EFNB3,LRP1B,R,Human
LAMA4,LRP1B,R,Human
LAMA3,LRP1B,R,Human
RSPO4,LRP1B,R,Human
RSPO1,LRP1B,R,Human
SYTL3,LRP1B,R,Human
ARTN,LRP1B,R,Human
GDF6,LRP1B,R,Human
RGMB,LRP1B,R,Human
EPGN,LRP1B,R,Human
ALKAL2,LRP1B,R,Human
NPNT,LRP1B,R,Human
ALKAL1,LRP1B,R,Human
RSPO2,LRP1B,R,Human
DLK2,LRP1B,R,Human
SOSTDC1,LRP1B,R,Human
GDF7,LRP1B,R,Human
BMP8A,LRP1B,R,Human
NLGN1,LRP1B,R,Human
DRAXIN,LRP1B,R,Human
PCSK9,LRP1B,R,Human
NLGN2,LRP1B,R,Human
MUC7,LRP1B,R,Human
NRG4,LRP1B,R,Human
IL1F10,LRP1B,R,Human
HAS2,LRP1B,R,Human
FGF13,LRP1B,R,Human
FGF11,LRP1B,R,Human
FGF14,LRP1B,R,Human
PRG4,LRP1B,R,Human
WNT2B,LRP1B,R,Human
WNT8B,LRP1B,R,Human
RGMA,LRP1B,R,Human
BCAN,LRP1B,R,Human
LRIG1,LRP1B,R,Human
MEGF10,LRP1B,R,Human
HBEGF,LRP1B,R,Human
NRTN,LRP1B,R,Human
SEMA3C,LRP1B,R,Human
SOST,LRP1B,R,Human
SPON2,LRP1B,R,Human
SORBS1,LRP1B,R,Human
JAM3,LRP1B,R,Human
RSPO3,LRP1B,R,Human
PDGFD,LRP1B,R,Human
FGF23,LRP1B,R,Human
WNT8A,LRP1B,R,Human
SEMA4A,LRP1B,R,Human
FGF22,LRP1B,R,Human
FGF20,LRP1B,R,Human
DLL4,LRP1B,R,Human
PDGFC,LRP1B,R,Human
HEBP1,LRP1B,R,Human
LTBP3,LRP1B,R,Human
SEMA3G,LRP1B,R,Human
FGF21,LRP1B,R,Human
DLL3,LRP1B,R,Human
PODXL2,LRP1B,R,Human
NLGN3,LRP1B,R,Human
IL36B,LRP1B,R,Human
IL36G,LRP1B,R,Human
DSPP,LRP1B,R,Human
CKLF,LRP1B,R,Human
DKK4,LRP1B,R,Human
DKK2,LRP1B,R,Human
IL36A,LRP1B,R,Human
ICAM5,LRP1B,R,Human
RIMS2,LRP1B,R,Human
JAG2,LRP1B,R,Human
ANGPT4,LRP1B,R,Human
RPH3A,LRP1B,R,Human
TLN1,LRP1B,R,Human
ANGPTL3,LRP1B,R,Human
WNT6,LRP1B,R,Human
LAMC3,LRP1B,R,Human
IFNL1,LRRC25,R,Human
IFNL2,LRRC25,R,Human
IL26,LRRC25,R,Human
CCL24,LTB4R,R,Human
CORT,LTB4R,R,Human
CCL21,LTB4R,R,Human
CXCL11,LTB4R,R,Human
DEFB4B,LTB4R,R,Human
CCL25,LTB4R,R,Human
CCL16,LTB4R,R,Human
CXCL13,LTB4R,R,Human
PENK,LTB4R,R,Human
PDYN,LTB4R,R,Human
TSHB,LTB4R,R,Human
CALCA,LTB4R,R,Human
PTH,LTB4R,R,Human
GCG,LTB4R,R,Human
VIP,LTB4R,R,Human
GHRH,LTB4R,R,Human
PF4,LTB4R,R,Human
CXCL10,LTB4R,R,Human
GIP,LTB4R,R,Human
NPS,LTB4R,R,Human
CALCB,LTB4R,R,Human
IAPP,LTB4R,R,Human
CCL2,LTB4R,R,Human
TAC1,LTB4R,R,Human
PMCH,LTB4R,R,Human
GAL,LTB4R,R,Human
CXCL12,LTB4R,R,Human
NMU,LTB4R,R,Human
SST,LTB4R,R,Human
CCL20,LTB4R,R,Human
CCL8,LTB4R,R,Human
DEFB103A,LTB4R,R,Human
DEFB103B,LTB4R,R,Human
CXCL9,LTB4R,R,Human
PNOC,LTB4R,R,Human
NMS,LTB4R,R,Human
TAC4,LTB4R,R,Human
DEFB106A,LTB4R,R,Human
CCL19,LTB4R,R,Human
CCL28,LTB4R,R,Human
TAC3,LTB4R,R,Human
CCL27,LTB4R,R,Human
CCL24,LTB4R2,R,Human
CORT,LTB4R2,R,Human
CCL21,LTB4R2,R,Human
CXCL11,LTB4R2,R,Human
DEFB4B,LTB4R2,R,Human
CCL25,LTB4R2,R,Human
CCL16,LTB4R2,R,Human
CXCL13,LTB4R2,R,Human
NPPA,LTB4R2,R,Human
AVP,LTB4R2,R,Human
PENK,LTB4R2,R,Human
PDYN,LTB4R2,R,Human
CGA,LTB4R2,R,Human
TSHB,LTB4R2,R,Human
LHB,LTB4R2,R,Human
CALCA,LTB4R2,R,Human
PTH,LTB4R2,R,Human
GCG,LTB4R2,R,Human
VIP,LTB4R2,R,Human
GHRH,LTB4R2,R,Human
PF4,LTB4R2,R,Human
CXCL10,LTB4R2,R,Human
RLN2,LTB4R2,R,Human
GIP,LTB4R2,R,Human
SCT,LTB4R2,R,Human
NPS,LTB4R2,R,Human
CALCB,LTB4R2,R,Human
IAPP,LTB4R2,R,Human
CCL2,LTB4R2,R,Human
NPPB,LTB4R2,R,Human
TAC1,LTB4R2,R,Human
PMCH,LTB4R2,R,Human
GAL,LTB4R2,R,Human
NPPC,LTB4R2,R,Human
NMU,LTB4R2,R,Human
CCL18,LTB4R2,R,Human
SST,LTB4R2,R,Human
CCL20,LTB4R2,R,Human
CCL8,LTB4R2,R,Human
DEFB103A,LTB4R2,R,Human
DEFB103B,LTB4R2,R,Human
CXCL9,LTB4R2,R,Human
PNOC,LTB4R2,R,Human
CCL15,LTB4R2,R,Human
NMS,LTB4R2,R,Human
TAC4,LTB4R2,R,Human
DEFB106A,LTB4R2,R,Human
RLN3,LTB4R2,R,Human
CCL19,LTB4R2,R,Human
CCL28,LTB4R2,R,Human
TAC3,LTB4R2,R,Human
CCL27,LTB4R2,R,Human
INSL5,LTB4R2,R,Human
RSPO4,LTK,R,Human
RSPO1,LTK,R,Human
RSPO2,LTK,R,Human
RSPO3,LTK,R,Human
CHAD,LY75,R,Human
F9,LY75,R,Human
F10,LY75,R,Human
SPINK1,LY75,R,Human
SERPINA1,LY75,R,Human
ALB,LY75,R,Human
GC,LY75,R,Human
HPX,LY75,R,Human
CFH,LY75,R,Human
GSTP1,LY75,R,Human
AREG,LY75,R,Human
IL1RN,LY75,R,Human
TCN2,LY75,R,Human
LUM,LY75,R,Human
EFEMP1,LY75,R,Human
DMP1,LY75,R,Human
FCN2,LY75,R,Human
MUC7,LY75,R,Human
IL1F10,LY75,R,Human
PODXL2,LY75,R,Human
IL36B,LY75,R,Human
IL36G,LY75,R,Human
IL36A,LY75,R,Human
EREG,MEGF11,R,Human
LAMA5,MEGF11,R,Human
CHAD,MEGF11,R,Human
DCN,MEGF11,R,Human
GSTP1,MEGF11,R,Human
RBP3,MEGF11,R,Human
AREG,MEGF11,R,Human
TIMP2,MEGF11,R,Human
FBLN1,MEGF11,R,Human
BTC,MEGF11,R,Human
LUM,MEGF11,R,Human
MFAP2,MEGF11,R,Human
LAMB2,MEGF11,R,Human
DLK1,MEGF11,R,Human
LGALS3BP,MEGF11,R,Human
EFEMP1,MEGF11,R,Human
LAMB3,MEGF11,R,Human
RSPO4,MEGF11,R,Human
RSPO1,MEGF11,R,Human
NPNT,MEGF11,R,Human
RSPO2,MEGF11,R,Human
DLK2,MEGF11,R,Human
LRIG1,MEGF11,R,Human
RSPO3,MEGF11,R,Human
DLL4,MEGF11,R,Human
DLL3,MEGF11,R,Human
JAG2,MEGF11,R,Human
LAMC3,MEGF11,R,Human
RSPO4,MEGF8,R,Human
RSPO1,MEGF8,R,Human
RSPO2,MEGF8,R,Human
RSPO3,MEGF8,R,Human
MICB,MILR1,R,Human
MICA,MILR1,R,Human
RAET1L,MILR1,R,Human
RAET1G,MILR1,R,Human
RAET1E,MILR1,R,Human
ULBP3,MILR1,R,Human
ULBP2,MILR1,R,Human
ULBP1,MILR1,R,Human
EREG,MRC1,R,Human
CHAD,MRC1,R,Human
CUBN,MRC1,R,Human
F9,MRC1,R,Human
F10,MRC1,R,Human
SPINK1,MRC1,R,Human
SERPINA1,MRC1,R,Human
ALB,MRC1,R,Human
GC,MRC1,R,Human
HPX,MRC1,R,Human
C4BPA,MRC1,R,Human
S100A8,MRC1,R,Human
S100A9,MRC1,R,Human
APOA4,MRC1,R,Human
GSTP1,MRC1,R,Human
LGALS1,MRC1,R,Human
LAMC1,MRC1,R,Human
COL6A3,MRC1,R,Human
AREG,MRC1,R,Human
IL1RN,MRC1,R,Human
FBLN1,MRC1,R,Human
HSPA4,MRC1,R,Human
COMP,MRC1,R,Human
LUM,MRC1,R,Human
LAMB2,MRC1,R,Human
S100A12,MRC1,R,Human
FBLN2,MRC1,R,Human
LGALS3BP,MRC1,R,Human
EFEMP1,MRC1,R,Human
DMP1,MRC1,R,Human
LAMB3,MRC1,R,Human
LAMC2,MRC1,R,Human
FCN2,MRC1,R,Human
RSPO4,MRC1,R,Human
RSPO1,MRC1,R,Human
NPNT,MRC1,R,Human
RSPO2,MRC1,R,Human
IL1F10,MRC1,R,Human
BCAN,MRC1,R,Human
JAM3,MRC1,R,Human
RSPO3,MRC1,R,Human
IL36B,MRC1,R,Human
IL36G,MRC1,R,Human
DSPP,MRC1,R,Human
IL36A,MRC1,R,Human
LAMC3,MRC1,R,Human
RSPO4,NCAM2,R,Human
RSPO1,NCAM2,R,Human
RSPO2,NCAM2,R,Human
RSPO3,NCAM2,R,Human
HLA-B,NCR1,R,Human
HLA-A,NCR1,R,Human
HLA-C,NCR1,R,Human
DLL1,NFASC,R,Human
CCN1,NFASC,R,Human
NRG2,NFASC,R,Human
WNT9B,NFASC,R,Human
EREG,NFASC,R,Human
SEMA3E,NFASC,R,Human
ANGPT2,NFASC,R,Human
LAMA5,NFASC,R,Human
CHAD,NFASC,R,Human
FGF10,NFASC,R,Human
FGF16,NFASC,R,Human
DHH,NFASC,R,Human
EDIL3,NFASC,R,Human
EFNA2,NFASC,R,Human
FGF17,NFASC,R,Human
DSCAM,NFASC,R,Human
FGF18,NFASC,R,Human
FARP2,NFASC,R,Human
LRIG2,NFASC,R,Human
DKK1,NFASC,R,Human
SEMA3D,NFASC,R,Human
NXPH2,NFASC,R,Human
NXPH3,NFASC,R,Human
GDF11,NFASC,R,Human
FGF19,NFASC,R,Human
SEMA4F,NFASC,R,Human
TGFA,NFASC,R,Human
FGB,NFASC,R,Human
FGG,NFASC,R,Human
PDGFA,NFASC,R,Human
WNT1,NFASC,R,Human
FGF1,NFASC,R,Human
DCN,NFASC,R,Human
LAMB1,NFASC,R,Human
INHBA,NFASC,R,Human
FGF4,NFASC,R,Human
VIM,NFASC,R,Human
FGF2,NFASC,R,Human
GSTP1,NFASC,R,Human
INHBB,NFASC,R,Human
WNT2,NFASC,R,Human
CFC1,NFASC,R,Human
RBP3,NFASC,R,Human
FGF6,NFASC,R,Human
LAMC1,NFASC,R,Human
FGF3,NFASC,R,Human
FGF5,NFASC,R,Human
BMP2,NFASC,R,Human
BMP1,NFASC,R,Human
PKM,NFASC,R,Human
AREG,NFASC,R,Human
TIMP2,NFASC,R,Human
BMP7,NFASC,R,Human
FST,NFASC,R,Human
EFNA1,NFASC,R,Human
FGF7,NFASC,R,Human
BMP5,NFASC,R,Human
BMP6,NFASC,R,Human
IGFBP4,NFASC,R,Human
FBLN1,NFASC,R,Human
LAMA2,NFASC,R,Human
LAMA1,NFASC,R,Human
S100A4,NFASC,R,Human
FGF9,NFASC,R,Human
NTF4,NFASC,R,Human
BMP8B,NFASC,R,Human
BTC,NFASC,R,Human
FBN1,NFASC,R,Human
GDNF,NFASC,R,Human
WNT5A,NFASC,R,Human
GDF5,NFASC,R,Human
CCN3,NFASC,R,Human
COMP,NFASC,R,Human
PGF,NFASC,R,Human
VEGFC,NFASC,R,Human
PSEN1,NFASC,R,Human
LUM,NFASC,R,Human
EFNA3,NFASC,R,Human
EFNA4,NFASC,R,Human
EFNB2,NFASC,R,Human
EFNA5,NFASC,R,Human
MFAP2,NFASC,R,Human
FGF8,NFASC,R,Human
LAMB2,NFASC,R,Human
WNT3,NFASC,R,Human
WNT3A,NFASC,R,Human
NRG3,NFASC,R,Human
NXPH1,NFASC,R,Human
FGF12,NFASC,R,Human
JAG1,NFASC,R,Human
DLK1,NFASC,R,Human
EFNB1,NFASC,R,Human
NRG1,NFASC,R,Human
MFGE8,NFASC,R,Human
EFEMP1,NFASC,R,Human
SEMA3B,NFASC,R,Human
SEMA3F,NFASC,R,Human
PDAP1,NFASC,R,Human
ADAM9,NFASC,R,Human
SEMA3A,NFASC,R,Human
IHH,NFASC,R,Human
LTBP1,NFASC,R,Human
ANGPT1,NFASC,R,Human
EFNB3,NFASC,R,Human
LAMA3,NFASC,R,Human
RSPO4,NFASC,R,Human
RSPO1,NFASC,R,Human
SYTL3,NFASC,R,Human
ARTN,NFASC,R,Human
GDF6,NFASC,R,Human
RGMB,NFASC,R,Human
EPGN,NFASC,R,Human
NPNT,NFASC,R,Human
RSPO2,NFASC,R,Human
DLK2,NFASC,R,Human
SOSTDC1,NFASC,R,Human
GDF7,NFASC,R,Human
BMP8A,NFASC,R,Human
NLGN1,NFASC,R,Human
DRAXIN,NFASC,R,Human
NLGN2,NFASC,R,Human
NRG4,NFASC,R,Human
FGF13,NFASC,R,Human
FGF11,NFASC,R,Human
FGF14,NFASC,R,Human
WNT8B,NFASC,R,Human
RGMA,NFASC,R,Human
BCAN,NFASC,R,Human
LRIG1,NFASC,R,Human
MEGF10,NFASC,R,Human
HBEGF,NFASC,R,Human
NRTN,NFASC,R,Human
SEMA3C,NFASC,R,Human
SOST,NFASC,R,Human
JAM3,NFASC,R,Human
RSPO3,NFASC,R,Human
PDGFD,NFASC,R,Human
FGF23,NFASC,R,Human
WNT8A,NFASC,R,Human
SEMA4A,NFASC,R,Human
FGF22,NFASC,R,Human
FGF20,NFASC,R,Human
DLL4,NFASC,R,Human
PDGFC,NFASC,R,Human
LTBP3,NFASC,R,Human
SEMA3G,NFASC,R,Human
FGF21,NFASC,R,Human
DLL3,NFASC,R,Human
NLGN3,NFASC,R,Human
DKK4,NFASC,R,Human
DKK2,NFASC,R,Human
RIMS2,NFASC,R,Human
JAG2,NFASC,R,Human
ANGPT4,NFASC,R,Human
RPH3A,NFASC,R,Human
LAMC3,NFASC,R,Human
WNT1,NLGN4X,R,Human
WNT2,NLGN4X,R,Human
WNT5A,NLGN4X,R,Human
WNT3,NLGN4X,R,Human
WNT3A,NLGN4X,R,Human
WNT1,NLGN4Y,R,Human
WNT2,NLGN4Y,R,Human
WNT5A,NLGN4Y,R,Human
WNT3,NLGN4Y,R,Human
WNT3A,NLGN4Y,R,Human
CORT,NPY4R2,R,Human
CXCL11,NPY4R2,R,Human
CCL25,NPY4R2,R,Human
NPPA,NPY4R2,R,Human
PENK,NPY4R2,R,Human
PDYN,NPY4R2,R,Human
CALCA,NPY4R2,R,Human
PTH,NPY4R2,R,Human
GCG,NPY4R2,R,Human
VIP,NPY4R2,R,Human
GHRH,NPY4R2,R,Human
PPY,NPY4R2,R,Human
NPY,NPY4R2,R,Human
RLN2,NPY4R2,R,Human
GIP,NPY4R2,R,Human
NPS,NPY4R2,R,Human
CALCB,NPY4R2,R,Human
IAPP,NPY4R2,R,Human
NPPB,NPY4R2,R,Human
TAC1,NPY4R2,R,Human
PMCH,NPY4R2,R,Human
GAL,NPY4R2,R,Human
NPPC,NPY4R2,R,Human
NMU,NPY4R2,R,Human
SST,NPY4R2,R,Human
CXCL9,NPY4R2,R,Human
PNOC,NPY4R2,R,Human
NMS,NPY4R2,R,Human
TAC4,NPY4R2,R,Human
CCL28,NPY4R2,R,Human
TAC3,NPY4R2,R,Human
CCL27,NPY4R2,R,Human
CORT,OPN3,R,Human
PENK,OPN3,R,Human
PDYN,OPN3,R,Human
CALCA,OPN3,R,Human
PTH,OPN3,R,Human
GCG,OPN3,R,Human
VIP,OPN3,R,Human
GIP,OPN3,R,Human
NPS,OPN3,R,Human
CALCB,OPN3,R,Human
IAPP,OPN3,R,Human
TAC1,OPN3,R,Human
PMCH,OPN3,R,Human
GAL,OPN3,R,Human
SST,OPN3,R,Human
PNOC,OPN3,R,Human
NMS,OPN3,R,Human
TAC4,OPN3,R,Human
TAC3,OPN3,R,Human
CORT,OPN4,R,Human
PENK,OPN4,R,Human
PDYN,OPN4,R,Human
TAC1,OPN4,R,Human
PMCH,OPN4,R,Human
NMU,OPN4,R,Human
SST,OPN4,R,Human
PNOC,OPN4,R,Human
TAC4,OPN4,R,Human
TAC3,OPN4,R,Human
CCL24,P2RY1,R,Human
CORT,P2RY1,R,Human
CCL21,P2RY1,R,Human
CCL22,P2RY1,R,Human
CXCL11,P2RY1,R,Human
DEFB4A,P2RY1,R,Human
DEFB4B,P2RY1,R,Human
CCL25,P2RY1,R,Human
CCL16,P2RY1,R,Human
CXCL13,P2RY1,R,Human
NPPA,P2RY1,R,Human
AVP,P2RY1,R,Human
POMC,P2RY1,R,Human
PENK,P2RY1,R,Human
PDYN,P2RY1,R,Human
CGA,P2RY1,R,Human
TSHB,P2RY1,R,Human
LHB,P2RY1,R,Human
CALCA,P2RY1,R,Human
PTH,P2RY1,R,Human
GCG,P2RY1,R,Human
VIP,P2RY1,R,Human
GHRH,P2RY1,R,Human
PPY,P2RY1,R,Human
NPY,P2RY1,R,Human
PPBP,P2RY1,R,Human
PF4,P2RY1,R,Human
CXCL10,P2RY1,R,Human
RLN2,P2RY1,R,Human
CRH,P2RY1,R,Human
CXCL1,P2RY1,R,Human
GIP,P2RY1,R,Human
SCT,P2RY1,R,Human
NPS,P2RY1,R,Human
SAA1,P2RY1,R,Human
PYY,P2RY1,R,Human
CALCB,P2RY1,R,Human
CXCL8,P2RY1,R,Human
CCL3,P2RY1,R,Human
IAPP,P2RY1,R,Human
CCL4,P2RY1,R,Human
CCL2,P2RY1,R,Human
CCL5,P2RY1,R,Human
CCL3L3,P2RY1,R,Human
NPPB,P2RY1,R,Human
ADCYAP1,P2RY1,R,Human
CXCL2,P2RY1,R,Human
CXCL3,P2RY1,R,Human
TAC1,P2RY1,R,Human
PMCH,P2RY1,R,Human
GAL,P2RY1,R,Human
NPPC,P2RY1,R,Human
ADM,P2RY1,R,Human
CXCL5,P2RY1,R,Human
CXCL12,P2RY1,R,Human
NMU,P2RY1,R,Human
CCL11,P2RY1,R,Human
CCL23,P2RY1,R,Human
CCL18,P2RY1,R,Human
DEFB1,P2RY1,R,Human
SST,P2RY1,R,Human
CCL20,P2RY1,R,Human
CCL8,P2RY1,R,Human
CCL7,P2RY1,R,Human
CXCL6,P2RY1,R,Human
DEFB103A,P2RY1,R,Human
DEFB103B,P2RY1,R,Human
CXCL9,P2RY1,R,Human
PNOC,P2RY1,R,Human
CCL14,P2RY1,R,Human
CCL15,P2RY1,R,Human
NMS,P2RY1,R,Human
TAC4,P2RY1,R,Human
DEFB106A,P2RY1,R,Human
NPW,P2RY1,R,Human
NPB,P2RY1,R,Human
RLN3,P2RY1,R,Human
CCL17,P2RY1,R,Human
UCN3,P2RY1,R,Human
PTH2,P2RY1,R,Human
UCN2,P2RY1,R,Human
CCL13,P2RY1,R,Human
CCL19,P2RY1,R,Human
CCL28,P2RY1,R,Human
HEBP1,P2RY1,R,Human
TAC3,P2RY1,R,Human
APLN,P2RY1,R,Human
CCL26,P2RY1,R,Human
CCL27,P2RY1,R,Human
INSL5,P2RY1,R,Human
CORT,P2RY10,R,Human
CCL21,P2RY10,R,Human
CXCL11,P2RY10,R,Human
CCL25,P2RY10,R,Human
CCL16,P2RY10,R,Human
CXCL13,P2RY10,R,Human
PENK,P2RY10,R,Human
PDYN,P2RY10,R,Human
CALCA,P2RY10,R,Human
PTH,P2RY10,R,Human
GHRH,P2RY10,R,Human
CXCL10,P2RY10,R,Human
GIP,P2RY10,R,Human
NPS,P2RY10,R,Human
TAC1,P2RY10,R,Human
PMCH,P2RY10,R,Human
GAL,P2RY10,R,Human
SST,P2RY10,R,Human
CCL20,P2RY10,R,Human
CXCL9,P2RY10,R,Human
PNOC,P2RY10,R,Human
NMS,P2RY10,R,Human
TAC4,P2RY10,R,Human
CCL28,P2RY10,R,Human
TAC3,P2RY10,R,Human
CCL27,P2RY10,R,Human
CORT,P2RY11,R,Human
PENK,P2RY11,R,Human
PDYN,P2RY11,R,Human
CALCA,P2RY11,R,Human
PTH,P2RY11,R,Human
GCG,P2RY11,R,Human
VIP,P2RY11,R,Human
GHRH,P2RY11,R,Human
GIP,P2RY11,R,Human
NPS,P2RY11,R,Human
CALCB,P2RY11,R,Human
IAPP,P2RY11,R,Human
TAC1,P2RY11,R,Human
PMCH,P2RY11,R,Human
GAL,P2RY11,R,Human
NMU,P2RY11,R,Human
SST,P2RY11,R,Human
PNOC,P2RY11,R,Human
NMS,P2RY11,R,Human
TAC4,P2RY11,R,Human
TAC3,P2RY11,R,Human
CCL24,P2RY2,R,Human
CORT,P2RY2,R,Human
CCL21,P2RY2,R,Human
CCL22,P2RY2,R,Human
CXCL11,P2RY2,R,Human
DEFB4A,P2RY2,R,Human
DEFB4B,P2RY2,R,Human
CCL25,P2RY2,R,Human
CCL16,P2RY2,R,Human
CXCL13,P2RY2,R,Human
NPPA,P2RY2,R,Human
AVP,P2RY2,R,Human
POMC,P2RY2,R,Human
PENK,P2RY2,R,Human
PDYN,P2RY2,R,Human
CGA,P2RY2,R,Human
TSHB,P2RY2,R,Human
LHB,P2RY2,R,Human
CALCA,P2RY2,R,Human
PTH,P2RY2,R,Human
GCG,P2RY2,R,Human
VIP,P2RY2,R,Human
GHRH,P2RY2,R,Human
PPY,P2RY2,R,Human
NPY,P2RY2,R,Human
PPBP,P2RY2,R,Human
PF4,P2RY2,R,Human
CXCL10,P2RY2,R,Human
RLN2,P2RY2,R,Human
CRH,P2RY2,R,Human
CXCL1,P2RY2,R,Human
GIP,P2RY2,R,Human
SCT,P2RY2,R,Human
NPS,P2RY2,R,Human
PYY,P2RY2,R,Human
CALCB,P2RY2,R,Human
CXCL8,P2RY2,R,Human
CCL3,P2RY2,R,Human
IAPP,P2RY2,R,Human
CCL4,P2RY2,R,Human
CCL2,P2RY2,R,Human
CCL3L3,P2RY2,R,Human
NPPB,P2RY2,R,Human
ADCYAP1,P2RY2,R,Human
CXCL2,P2RY2,R,Human
CXCL3,P2RY2,R,Human
TAC1,P2RY2,R,Human
PMCH,P2RY2,R,Human
GAL,P2RY2,R,Human
NPPC,P2RY2,R,Human
CXCL5,P2RY2,R,Human
CXCL12,P2RY2,R,Human
NMU,P2RY2,R,Human
CCL11,P2RY2,R,Human
CCL23,P2RY2,R,Human
CCL18,P2RY2,R,Human
DEFB1,P2RY2,R,Human
SST,P2RY2,R,Human
CCL20,P2RY2,R,Human
CCL8,P2RY2,R,Human
CCL7,P2RY2,R,Human
CXCL6,P2RY2,R,Human
DEFB103A,P2RY2,R,Human
DEFB103B,P2RY2,R,Human
CXCL9,P2RY2,R,Human
PNOC,P2RY2,R,Human
CCL15,P2RY2,R,Human
NMS,P2RY2,R,Human
TAC4,P2RY2,R,Human
DEFB106A,P2RY2,R,Human
NPW,P2RY2,R,Human
NPB,P2RY2,R,Human
RLN3,P2RY2,R,Human
UCN3,P2RY2,R,Human
PTH2,P2RY2,R,Human
