external_gene_name,mouse_ensembl_gene_id,human_ensembl_gene_id,hgnc_symbol
Syt6,ENSMUSG00000027849,ENSG00000134207,SYT6
4930522H14Rik,ENSMUSG00000060491,ENSG00000204006,C1orf185
Gpr158,ENSMUSG00000045967,ENSG00000151025,GPR158
Pip5kl1,ENSMUSG00000046854,ENSG00000167103,PIP5KL1
Wls,ENSMUSG00000028173,ENSG00000116729,WLS
Teddm1b,ENSMUSG00000043282,ENSG00000203730,TEDDM1
Teddm1a,ENSMUSG00000047053,ENSG00000203730,TEDDM1
Cptp,ENSMUSG00000029073,ENSG00000224051,CPTP
Col13a1,ENSMUSG00000058806,ENSG00000197467,COL13A1
Magi3,ENSMUSG00000052539,ENSG00000081026,MAGI3
Rsph4a,ENSMUSG00000039552,ENSG00000111834,RSPH4A
Sel1l2,ENSMUSG00000074764,ENSG00000101251,SEL1L2
Soga3,ENSMUSG00000038916,ENSG00000214338,SOGA3
Mfsd4b1,ENSMUSG00000038522,ENSG00000173214,MFSD4B
Mfsd4b5,ENSMUSG00000038528,ENSG00000173214,MFSD4B
Mfsd4b4,ENSMUSG00000096687,ENSG00000173214,MFSD4B
Faxc,ENSMUSG00000028246,ENSG00000146267,FAXC
Tspo2,ENSMUSG00000023995,ENSG00000112212,TSPO2
Tmco4,ENSMUSG00000041143,ENSG00000162542,TMCO4
Vwa5b1,ENSMUSG00000028753,ENSG00000158816,VWA5B1
Spata31,ENSMUSG00000056223,ENSG00000204849,SPATA31A1
Tmem164,ENSMUSG00000047045,ENSG00000157600,TMEM164
Asphd1,ENSMUSG00000046378,ENSG00000174939,ASPHD1
Gpr157,ENSMUSG00000047875,ENSG00000180758,GPR157
Emc10,ENSMUSG00000008140,ENSG00000161671,EMC10
Pik3r6,ENSMUSG00000046207,ENSG00000276231,PIK3R6
Abhd17b,ENSMUSG00000047368,ENSG00000107362,ABHD17B
Obscn,ENSMUSG00000061462,ENSG00000154358,OBSCN
Cdc42bpa,ENSMUSG00000026490,ENSG00000143776,CDC42BPA
Mtarc1,ENSMUSG00000026621,ENSG00000186205,MTARC1
Lrrc38,ENSMUSG00000028584,ENSG00000162494,LRRC38
Cfap126,ENSMUSG00000026649,ENSG00000188931,CFAP126
Klhdc7a,ENSMUSG00000078234,ENSG00000179023,KLHDC7A
Fndc7,ENSMUSG00000045326,ENSG00000143107,FNDC7
Spata31,ENSMUSG00000056223,ENSG00000276581,SPATA31A5
Nup210l,ENSMUSG00000027939,ENSG00000143552,NUP210L
Cachd1,ENSMUSG00000028532,ENSG00000158966,CACHD1
Fam171a1,ENSMUSG00000050530,ENSG00000148468,FAM171A1
Aadacl4fm1,ENSMUSG00000028593,ENSG00000204518,AADACL4
AAdacl4fm3,ENSMUSG00000041735,ENSG00000204518,AADACL4
Aadacl4,ENSMUSG00000070609,ENSG00000204518,AADACL4
Aadacl4fm5,ENSMUSG00000078504,ENSG00000204518,AADACL4
Aadacl4fm4,ENSMUSG00000078505,ENSG00000204518,AADACL4
D130043K22Rik,ENSMUSG00000006711,ENSG00000137261,KIAA0319
Atrnl1,ENSMUSG00000054843,ENSG00000107518,ATRNL1
Spata31,ENSMUSG00000056223,ENSG00000185775,SPATA31A6
Brox,ENSMUSG00000046836,ENSG00000162819,BROX
Focad,ENSMUSG00000038368,ENSG00000188352,FOCAD
Gpr107,ENSMUSG00000000194,ENSG00000148358,GPR107
Il23r,ENSMUSG00000049093,ENSG00000162594,IL23R
Mlip,ENSMUSG00000032355,ENSG00000146147,MLIP
Dab2ip,ENSMUSG00000026883,ENSG00000136848,DAB2IP
Fyb2,ENSMUSG00000078612,ENSG00000187889,FYB2
C1ql3,ENSMUSG00000049630,ENSG00000165985,C1QL3
Susd4,ENSMUSG00000038576,ENSG00000143502,SUSD4
Lipn,ENSMUSG00000024770,ENSG00000204020,LIPN
Lipk,ENSMUSG00000024771,ENSG00000204021,LIPK
Cdcp2,ENSMUSG00000047636,ENSG00000157211,CDCP2
Sypl2,ENSMUSG00000027887,ENSG00000143028,SYPL2
Nkain2,ENSMUSG00000069670,ENSG00000188580,NKAIN2
Chic1,ENSMUSG00000031327,ENSG00000204116,CHIC1
Pear1,ENSMUSG00000028073,ENSG00000187800,PEAR1
Spata31,ENSMUSG00000056223,ENSG00000275969,SPATA31A3
Rnls,ENSMUSG00000071573,ENSG00000184719,RNLS
Lipm,ENSMUSG00000056078,ENSG00000173239,LIPM
Izumo3,ENSMUSG00000028533,ENSG00000205442,IZUMO3
Dennd4c,ENSMUSG00000038024,ENSG00000137145,DENND4C
Tmem268,ENSMUSG00000045917,ENSG00000157693,TMEM268
Carmil1,ENSMUSG00000021338,ENSG00000079691,CARMIL1
Plpp4,ENSMUSG00000070366,ENSG00000203805,PLPP4
Tmem236,ENSMUSG00000061531,ENSG00000148483,TMEM236
Bspry,ENSMUSG00000028392,ENSG00000119411,BSPRY
Zdhhc20,ENSMUSG00000021969,ENSG00000180776,ZDHHC20
Ttc23,ENSMUSG00000030555,ENSG00000103852,TTC23
Ces4a,ENSMUSG00000060560,ENSG00000172824,CES4A
Lysmd4,ENSMUSG00000043831,ENSG00000183060,LYSMD4
Btbd8,ENSMUSG00000111375,ENSG00000189195,BTBD8
Ano1,ENSMUSG00000031075,ENSG00000131620,ANO1
Cd276,ENSMUSG00000035914,ENSG00000103855,CD276
Tshz3,ENSMUSG00000021217,ENSG00000121297,TSHZ3
Pcnx4,ENSMUSG00000034501,ENSG00000126773,PCNX4
Egflam,ENSMUSG00000042961,ENSG00000164318,EGFLAM
Tns2,ENSMUSG00000037003,ENSG00000111077,TNS2
Washc2,ENSMUSG00000024104,ENSG00000099290,WASHC2A
Metrnl,ENSMUSG00000039208,ENSG00000176845,METRNL
Wscd1,ENSMUSG00000020811,ENSG00000179314,WSCD1
Tbc1d9b,ENSMUSG00000036644,ENSG00000197226,TBC1D9B
Tmem198,ENSMUSG00000051703,ENSG00000188760,TMEM198
Cpz,ENSMUSG00000036596,ENSG00000109625,CPZ
Muc3,ENSMUSG00000037390,ENSG00000169876,MUC17
Steap4,ENSMUSG00000012428,ENSG00000127954,STEAP4
Olfml2a,ENSMUSG00000046618,ENSG00000185585,OLFML2A
Olfml2b,ENSMUSG00000038463,ENSG00000162745,OLFML2B
Mroh7,ENSMUSG00000047502,ENSG00000184313,MROH7
Glt8d1,ENSMUSG00000021916,ENSG00000016864,GLT8D1
Sel1l3,ENSMUSG00000029189,ENSG00000091490,SEL1L3
Lrrc66,ENSMUSG00000067206,ENSG00000188993,LRRC66
Tmem215,ENSMUSG00000046593,ENSG00000188133,TMEM215
Mblac2,ENSMUSG00000051098,ENSG00000176055,MBLAC2
Fmn1,ENSMUSG00000044042,ENSG00000248905,FMN1
Anks6,ENSMUSG00000066191,ENSG00000165138,ANKS6
Pla2g4f,ENSMUSG00000046971,ENSG00000168907,PLA2G4F
Lmbrd2,ENSMUSG00000039704,ENSG00000164187,LMBRD2
Kctd16,ENSMUSG00000051401,ENSG00000183775,KCTD16
Rnf43,ENSMUSG00000034177,ENSG00000108375,RNF43
Frmpd2,ENSMUSG00000108841,ENSG00000170324,FRMPD2
Arhgap17,ENSMUSG00000030766,ENSG00000140750,ARHGAP17
Lemd1,ENSMUSG00000079330,ENSG00000186007,LEMD1
Slc6a19,ENSMUSG00000021565,ENSG00000174358,SLC6A19
Tmem42,ENSMUSG00000066233,ENSG00000169964,TMEM42
Stum,ENSMUSG00000053963,ENSG00000203685,STUM
Tmem200b,ENSMUSG00000070720,ENSG00000253304,TMEM200B
Slc9a4,ENSMUSG00000026065,ENSG00000180251,SLC9A4
Pvrig,ENSMUSG00000109713,ENSG00000213413,PVRIG
Mctp2,ENSMUSG00000032776,ENSG00000140563,MCTP2
Iqsec1,ENSMUSG00000034312,ENSG00000144711,IQSEC1
Gpr139,ENSMUSG00000066197,ENSG00000180269,GPR139
Dmkn,ENSMUSG00000060962,ENSG00000161249,DMKN
Il31,ENSMUSG00000029437,ENSG00000204671,IL31
Clec4n,ENSMUSG00000023349,ENSG00000205846,CLEC6A
Vasn,ENSMUSG00000039646,ENSG00000168140,VASN
Carmil2,ENSMUSG00000050357,ENSG00000159753,CARMIL2
Sfrp4,ENSMUSG00000021319,ENSG00000106483,SFRP4
Itpripl1,ENSMUSG00000074825,ENSG00000198885,ITPRIPL1
Pm20d1,ENSMUSG00000042251,ENSG00000162877,PM20D1
Lair1,ENSMUSG00000055541,ENSG00000167613,LAIR1
Ism2,ENSMUSG00000050671,ENSG00000100593,ISM2
Astl,ENSMUSG00000050468,ENSG00000188886,ASTL
Sigirr,ENSMUSG00000025494,ENSG00000185187,SIGIRR
Lamtor1,ENSMUSG00000030842,ENSG00000149357,LAMTOR1
Asphd2,ENSMUSG00000029348,ENSG00000128203,ASPHD2
Slc35e4,ENSMUSG00000048807,ENSG00000100036,SLC35E4
Spink14,ENSMUSG00000051050,ENSG00000196800,SPINK14
Tmem132e,ENSMUSG00000020701,ENSG00000181291,TMEM132E
Slfn4,ENSMUSG00000000204,ENSG00000205045,SLFN12L
Slfn3,ENSMUSG00000018986,ENSG00000205045,SLFN12L
Slfn2,ENSMUSG00000072620,ENSG00000205045,SLFN12L
Slfn1,ENSMUSG00000078763,ENSG00000205045,SLFN12L
Or5m10,ENSMUSG00000050128,ENSG00000254834,OR5M10
Or5m10b,ENSMUSG00000057761,ENSG00000254834,OR5M10
Or4c11c,ENSMUSG00000057447,ENSG00000172188,OR4C11
Or4c11b,ENSMUSG00000059023,ENSG00000172188,OR4C11
Or4c11,ENSMUSG00000062757,ENSG00000172188,OR4C11
Or4f7,ENSMUSG00000093804,ENSG00000230178,OR4F3
Or2t48,ENSMUSG00000050818,ENSG00000203661,OR2T5
Or2t47,ENSMUSG00000057654,ENSG00000203661,OR2T5
Or2t49,ENSMUSG00000058807,ENSG00000203661,OR2T5
Or2t43,ENSMUSG00000059279,ENSG00000203661,OR2T5
Or2t46,ENSMUSG00000060765,ENSG00000203661,OR2T5
Or2t29,ENSMUSG00000064252,ENSG00000203661,OR2T5
Or2t35,ENSMUSG00000091809,ENSG00000196240,OR2T2
Or8g2b,ENSMUSG00000093934,ENSG00000181214,OR8G2P
Or8g2,ENSMUSG00000095390,ENSG00000181214,OR8G2P
Or2a52,ENSMUSG00000071481,ENSG00000221989,OR2A2
Or52w1,ENSMUSG00000073906,ENSG00000175485,OR52W1
Or4a47,ENSMUSG00000075073,ENSG00000237388,OR4A47
Or52e8,ENSMUSG00000094531,ENSG00000183269,OR52E8
Or52e8b,ENSMUSG00000096773,ENSG00000183269,OR52E8
Or6b3,ENSMUSG00000042849,ENSG00000182083,OR6B2
Or6b2b,ENSMUSG00000057464,ENSG00000182083,OR6B2
Or6b2,ENSMUSG00000067064,ENSG00000182083,OR6B2
Or7e174,ENSMUSG00000044106,ENSG00000237521,OR7E24
Or7e177,ENSMUSG00000049028,ENSG00000237521,OR7E24
Or7e173,ENSMUSG00000050803,ENSG00000237521,OR7E24
Or7e175,ENSMUSG00000058491,ENSG00000237521,OR7E24
Or7e176,ENSMUSG00000066897,ENSG00000237521,OR7E24
Caprin2,ENSMUSG00000030309,ENSG00000110888,CAPRIN2
Ccsap,ENSMUSG00000031971,ENSG00000154429,CCSAP
Ttbk2,ENSMUSG00000090100,ENSG00000128881,TTBK2
Grhl2,ENSMUSG00000022286,ENSG00000083307,GRHL2
Ptcra,ENSMUSG00000036858,ENSG00000171611,PTCRA
Ano7,ENSMUSG00000034107,ENSG00000146205,ANO7
Styk1,ENSMUSG00000032899,ENSG00000060140,STYK1
Lcn12,ENSMUSG00000026943,ENSG00000184925,LCN12
Lcn10,ENSMUSG00000047356,ENSG00000187922,LCN10
Gdf6,ENSMUSG00000051279,ENSG00000156466,GDF6
Hephl1,ENSMUSG00000031936,ENSG00000181333,HEPHL1
Prr27,ENSMUSG00000002240,ENSG00000187533,PRR27
Rgs7bp,ENSMUSG00000021719,ENSG00000186479,RGS7BP
Fstl4,ENSMUSG00000036264,ENSG00000053108,FSTL4
Tenm4,ENSMUSG00000048078,ENSG00000149256,TENM4
Mfsd5,ENSMUSG00000045665,ENSG00000182544,MFSD5
Lrrc8e,ENSMUSG00000046589,ENSG00000171017,LRRC8E
Slc18b1,ENSMUSG00000037455,ENSG00000146409,SLC18B1
Ces5a,ENSMUSG00000058019,ENSG00000159398,CES5A
Chadl,ENSMUSG00000063765,ENSG00000100399,CHADL
Psapl1,ENSMUSG00000043430,ENSG00000178597,PSAPL1
AI593442,ENSMUSG00000078307,ENSG00000185742,C11orf87
Tctn3,ENSMUSG00000025008,ENSG00000119977,TCTN3
Gpr153,ENSMUSG00000042804,ENSG00000158292,GPR153
Nipal1,ENSMUSG00000067219,ENSG00000163293,NIPAL1
Rgmb,ENSMUSG00000048027,ENSG00000174136,RGMB
Tapt1,ENSMUSG00000046985,ENSG00000169762,TAPT1
Steap1,ENSMUSG00000015652,ENSG00000105889,STEAP1B
Cavin1,ENSMUSG00000004044,ENSG00000177469,CAVIN1
Aadacl2,ENSMUSG00000091376,ENSG00000197953,AADACL2
Mast2,ENSMUSG00000003810,ENSG00000086015,MAST2
Plb1,ENSMUSG00000029134,ENSG00000163803,PLB1
E130311K13Rik,ENSMUSG00000048581,ENSG00000174928,C3orf33
Nipal3,ENSMUSG00000028803,ENSG00000001461,NIPAL3
Golm2,ENSMUSG00000060227,ENSG00000166734,GOLM2
Cnnm4,ENSMUSG00000037408,ENSG00000158158,CNNM4
Ggt6,ENSMUSG00000040471,ENSG00000167741,GGT6
Slc39a4,ENSMUSG00000063354,ENSG00000147804,SLC39A4
Tmem71,ENSMUSG00000036944,ENSG00000165071,TMEM71
Tmem81,ENSMUSG00000048174,ENSG00000174529,TMEM81
Notum,ENSMUSG00000042988,ENSG00000185269,NOTUM
Fam171b,ENSMUSG00000048388,ENSG00000144369,FAM171B
Meak7,ENSMUSG00000034105,ENSG00000140950,MEAK7
Lrrc8b,ENSMUSG00000070639,ENSG00000197147,LRRC8B
Tmem154,ENSMUSG00000056498,ENSG00000170006,TMEM154
Cnksr3,ENSMUSG00000015202,ENSG00000153721,CNKSR3
Vwa1,ENSMUSG00000042116,ENSG00000179403,VWA1
Abhd17c,ENSMUSG00000038459,ENSG00000136379,ABHD17C
Slc27a1,ENSMUSG00000031808,ENSG00000130304,SLC27A1
Emb,ENSMUSG00000021728,ENSG00000170571,EMB
Spag11b,ENSMUSG00000059463,ENSG00000178287,SPAG11A
Prss54,ENSMUSG00000048400,ENSG00000103023,PRSS54
Tex38,ENSMUSG00000044556,ENSG00000186118,TEX38
Tmem88,ENSMUSG00000045377,ENSG00000167874,TMEM88
Podnl1,ENSMUSG00000012889,ENSG00000132000,PODNL1
Ppip5k1,ENSMUSG00000033526,ENSG00000168781,PPIP5K1
Iyd,ENSMUSG00000019762,ENSG00000009765,IYD
Cnih2,ENSMUSG00000024873,ENSG00000174871,CNIH2
Lilra6,ENSMUSG00000030427,ENSG00000244482,LILRA6
Pirb,ENSMUSG00000058818,ENSG00000244482,LILRA6
Lilra5,ENSMUSG00000070873,ENSG00000244482,LILRA6
Pira12,ENSMUSG00000074417,ENSG00000244482,LILRA6
Pira13,ENSMUSG00000074419,ENSG00000244482,LILRA6
Pira1,ENSMUSG00000081665,ENSG00000244482,LILRA6
Pira2,ENSMUSG00000089942,ENSG00000244482,LILRA6
Tmem65,ENSMUSG00000062373,ENSG00000164983,TMEM65
Hoatz,ENSMUSG00000032057,ENSG00000183644,HOATZ
Myo7b,ENSMUSG00000024388,ENSG00000169994,MYO7B
Kcnip4,ENSMUSG00000029088,ENSG00000185774,KCNIP4
Slc23a3,ENSMUSG00000026205,ENSG00000213901,SLC23A3
Kcnv1,ENSMUSG00000022342,ENSG00000164794,KCNV1
Nceh1,ENSMUSG00000027698,ENSG00000144959,NCEH1
Trat1,ENSMUSG00000030775,ENSG00000163519,TRAT1
Rhbdf2,ENSMUSG00000020806,ENSG00000129667,RHBDF2
Lrfn4,ENSMUSG00000045045,ENSG00000173621,LRFN4
Cnst,ENSMUSG00000038949,ENSG00000162852,CNST
Ogfod3,ENSMUSG00000025169,ENSG00000181396,OGFOD3
Dhrs4,ENSMUSG00000022210,ENSG00000187630,DHRS4L2
Bricd5,ENSMUSG00000045744,ENSG00000182685,BRICD5
Slc30a9,ENSMUSG00000029221,ENSG00000014824,SLC30A9
Xkrx,ENSMUSG00000031258,ENSG00000182489,XKRX
Gpr179,ENSMUSG00000070337,ENSG00000277399,GPR179
Cplx2,ENSMUSG00000025867,ENSG00000145920,CPLX2
Slc2a7,ENSMUSG00000062064,ENSG00000197241,SLC2A7
Lvrn,ENSMUSG00000024481,ENSG00000172901,LVRN
Apoa5,ENSMUSG00000032079,ENSG00000110243,APOA5
Cd200r1,ENSMUSG00000022667,ENSG00000206531,CD200R1L
Cd200r3,ENSMUSG00000036172,ENSG00000206531,CD200R1L
Cd200r4,ENSMUSG00000062082,ENSG00000206531,CD200R1L
Cd200r2,ENSMUSG00000090176,ENSG00000206531,CD200R1L
Tmem220,ENSMUSG00000050270,ENSG00000187824,TMEM220
Adgrd1,ENSMUSG00000044017,ENSG00000111452,ADGRD1
Agtrap,ENSMUSG00000029007,ENSG00000177674,AGTRAP
Sarm1,ENSMUSG00000050132,ENSG00000004139,SARM1
Nhs,ENSMUSG00000059493,ENSG00000188158,NHS
Paqr6,ENSMUSG00000041423,ENSG00000160781,PAQR6
Klhl17,ENSMUSG00002076083,ENSG00000187961,KLHL17
Opn5,ENSMUSG00000043972,ENSG00000124818,OPN5
Slc4a10,ENSMUSG00000026904,ENSG00000144290,SLC4A10
Spint4,ENSMUSG00000017310,ENSG00000149651,SPINT4
Tmem270,ENSMUSG00000040576,ENSG00000175877,TMEM270
Plet1,ENSMUSG00000032068,ENSG00000188771,PLET1
Tepp,ENSMUSG00000090206,ENSG00000159648,TEPP
Cspg4,ENSMUSG00000032911,ENSG00000173546,CSPG4
Kcnt2,ENSMUSG00000052726,ENSG00000162687,KCNT2
Cbln3,ENSMUSG00000040380,ENSG00000139899,CBLN3
Cyp20a1,ENSMUSG00000049439,ENSG00000119004,CYP20A1
Atraid,ENSMUSG00000013622,ENSG00000138085,ATRAID
Pcsk4,ENSMUSG00000020131,ENSG00000115257,PCSK4
Tmem205,ENSMUSG00000040883,ENSG00000105518,TMEM205
Epgn,ENSMUSG00000035020,ENSG00000182585,EPGN
Il27ra,ENSMUSG00000005465,ENSG00000104998,IL27RA
Prss55,ENSMUSG00000034623,ENSG00000184647,PRSS55
AI467606,ENSMUSG00000045165,ENSG00000185905,C16orf54
Clpsl2,ENSMUSG00000024224,ENSG00000196748,CLPSL2
Scimp,ENSMUSG00000057135,ENSG00000161929,SCIMP
Nxpe4,ENSMUSG00000044229,ENSG00000137634,NXPE4
Fam180a,ENSMUSG00000047420,ENSG00000189320,FAM180A
Tex261,ENSMUSG00000014748,ENSG00000144043,TEX261
Parm1,ENSMUSG00000034981,ENSG00000169116,PARM1
Tmco3,ENSMUSG00000038497,ENSG00000150403,TMCO3
Cd164l2,ENSMUSG00000028865,ENSG00000174950,CD164L2
Susd1,ENSMUSG00000038578,ENSG00000106868,SUSD1
Kirrel2,ENSMUSG00000036915,ENSG00000126259,KIRREL2
Glipr1l1,ENSMUSG00000020213,ENSG00000173401,GLIPR1L1
Glipr1l3,ENSMUSG00000112611,ENSG00000173401,GLIPR1L1
Ugt2a3,ENSMUSG00000035780,ENSG00000135220,UGT2A3
Lypd4,ENSMUSG00000062732,ENSG00000273111,LYPD4
Lypd5,ENSMUSG00000030484,ENSG00000159871,LYPD5
Spink6,ENSMUSG00000055095,ENSG00000178172,SPINK6
Dhrs11,ENSMUSG00000034449,ENSG00000278535,DHRS11
Sbsn,ENSMUSG00000046056,ENSG00000189001,SBSN
Lyzl1,ENSMUSG00000024233,ENSG00000120563,LYZL1
Igfl3,ENSMUSG00000066756,ENSG00000204866,IGFL2
Enpp6,ENSMUSG00000038173,ENSG00000164303,ENPP6
Enho,ENSMUSG00000028445,ENSG00000168913,ENHO
Gm94,ENSMUSG00000071858,ENSG00000178776,C5orf46
Glb1l,ENSMUSG00000026200,ENSG00000163521,GLB1L
Mpzl3,ENSMUSG00000070305,ENSG00000160588,MPZL3
Enpp7,ENSMUSG00000046697,ENSG00000182156,ENPP7
Shisal2a,ENSMUSG00000059816,ENSG00000182183,SHISAL2A
Tmem207,ENSMUSG00000091972,ENSG00000198398,TMEM207
Hhipl2,ENSMUSG00000053461,ENSG00000143512,HHIPL2
Arsk,ENSMUSG00000021592,ENSG00000164291,ARSK
Prss57,ENSMUSG00000020323,ENSG00000185198,PRSS57
Olfml1,ENSMUSG00000051041,ENSG00000183801,OLFML1
Lmbr1l,ENSMUSG00000022999,ENSG00000139636,LMBR1L
Olfm4,ENSMUSG00000022026,ENSG00000102837,OLFM4
Dhrs13,ENSMUSG00000020834,ENSG00000167536,DHRS13
Layn,ENSMUSG00000060594,ENSG00000204381,LAYN
Snorc,ENSMUSG00000026258,ENSG00000182600,SNORC
Amtn,ENSMUSG00000029282,ENSG00000187689,AMTN
Tmem107,ENSMUSG00000020895,ENSG00000179029,TMEM107
Alkal2,ENSMUSG00000054204,ENSG00000189292,ALKAL2
6030468B19Rik,ENSMUSG00000025573,ENSG00000187997,C17orf99
Dram2,ENSMUSG00000027900,ENSG00000156171,DRAM2
Xkr5,ENSMUSG00000039814,ENSG00000275591,XKR5
Plxdc2,ENSMUSG00000026748,ENSG00000120594,PLXDC2
AU021092,ENSMUSG00000051669,ENSG00000153446,C16orf89
Lypd8,ENSMUSG00000013643,ENSG00000259823,LYPD8
Zdhhc24,ENSMUSG00000006463,ENSG00000174165,ZDHHC24
2300002M23Rik,ENSMUSG00000039269,ENSG00000204542,C6orf15
Igfl3,ENSMUSG00000066756,ENSG00000188624,IGFL3
Cxcl17,ENSMUSG00000060188,ENSG00000189377,CXCL17
Lypd2,ENSMUSG00000022595,ENSG00000197353,LYPD2
Clec4g,ENSMUSG00000074491,ENSG00000182566,CLEC4G
Pi16,ENSMUSG00000024011,ENSG00000164530,PI16
Mamdc4,ENSMUSG00000026941,ENSG00000177943,MAMDC4
Hrct1,ENSMUSG00000071001,ENSG00000196196,HRCT1
Sez6l2,ENSMUSG00000030683,ENSG00000174938,SEZ6L2
Mfsd7a,ENSMUSG00000029490,ENSG00000169026,SLC49A3
Tmem108,ENSMUSG00000042757,ENSG00000144868,TMEM108
Clec18a,ENSMUSG00000033633,ENSG00000140839,CLEC18B
Elapor1,ENSMUSG00000040412,ENSG00000116299,ELAPOR1
Cd300lg,ENSMUSG00000017309,ENSG00000161649,CD300LG
Btnl9,ENSMUSG00000040283,ENSG00000165810,BTNL9
Angptl8,ENSMUSG00000047822,ENSG00000130173,ANGPTL8
Ccbe1,ENSMUSG00000046318,ENSG00000183287,CCBE1
Pamr1,ENSMUSG00000027188,ENSG00000149090,PAMR1
Vit,ENSMUSG00000024076,ENSG00000205221,VIT
Npnt,ENSMUSG00000040998,ENSG00000168743,NPNT
Islr2,ENSMUSG00000051243,ENSG00000167178,ISLR2
Lrrn1,ENSMUSG00000034648,ENSG00000175928,LRRN1
Il20rb,ENSMUSG00000044244,ENSG00000174564,IL20RB
Lrig3,ENSMUSG00000020105,ENSG00000139263,LRIG3
Treml4,ENSMUSG00000051682,ENSG00000188056,TREML4
Clec9a,ENSMUSG00000046080,ENSG00000197992,CLEC9A
Gm34066,ENSMUSG00000109809,ENSG00000187944,C2orf66
Alkal1,ENSMUSG00000087247,ENSG00000196711,ALKAL1
Abhd15,ENSMUSG00000000686,ENSG00000168792,ABHD15
Gsg1l,ENSMUSG00000046182,ENSG00000169181,GSG1L
Tmem92,ENSMUSG00000075610,ENSG00000167105,TMEM92
Gfral,ENSMUSG00000059383,ENSG00000187871,GFRAL
Izumo2,ENSMUSG00000066500,ENSG00000161652,IZUMO2
Rspo2,ENSMUSG00000051920,ENSG00000147655,RSPO2
Baiap2l2,ENSMUSG00000018126,ENSG00000128298,BAIAP2L2
Tmc5,ENSMUSG00000030650,ENSG00000103534,TMC5
Tmigd1,ENSMUSG00000020839,ENSG00000182271,TMIGD1
Cd300a,ENSMUSG00000034652,ENSG00000204345,CD300LD
Unc5d,ENSMUSG00000063626,ENSG00000156687,UNC5D
Ceacam20,ENSMUSG00000070777,ENSG00000273777,CEACAM20
Dlk2,ENSMUSG00000047428,ENSG00000171462,DLK2
Adamtsl4,ENSMUSG00000015850,ENSG00000143382,ADAMTSL4
Lingo4,ENSMUSG00000044505,ENSG00000213171,LINGO4
Pate2,ENSMUSG00000074452,ENSG00000196844,PATE2
Fat4,ENSMUSG00000046743,ENSG00000196159,FAT4
Cyp26c1,ENSMUSG00000062432,ENSG00000187553,CYP26C1
Dchs2,ENSMUSG00000102692,ENSG00000197410,DCHS2
Ksr2,ENSMUSG00000061578,ENSG00000171435,KSR2
Gdpd4,ENSMUSG00000035582,ENSG00000178795,GDPD4
Muc6,ENSMUSG00000118661,ENSG00000184956,MUC6
Npsr1,ENSMUSG00000043659,ENSG00000187258,NPSR1
Chrdl2,ENSMUSG00000030732,ENSG00000054938,CHRDL2
Igsf10,ENSMUSG00000036334,ENSG00000152580,IGSF10
Sostdc1,ENSMUSG00000036169,ENSG00000171243,SOSTDC1
Nsmf,ENSMUSG00000006476,ENSG00000165802,NSMF
Zpbp2,ENSMUSG00000017195,ENSG00000186075,ZPBP2
Rptn,ENSMUSG00000041984,ENSG00000215853,RPTN
Slc30a10,ENSMUSG00000026614,ENSG00000196660,SLC30A10
Dstyk,ENSMUSG00000042046,ENSG00000133059,DSTYK
Lipi,ENSMUSG00000032948,ENSG00000188992,LIPI
Dnmbp,ENSMUSG00000025195,ENSG00000107554,DNMBP
Slc36a4,ENSMUSG00000043885,ENSG00000180773,SLC36A4
Cd109,ENSMUSG00000046186,ENSG00000156535,CD109
Tmem64,ENSMUSG00000043252,ENSG00000180694,TMEM64
Tmem184a,ENSMUSG00000036687,ENSG00000164855,TMEM184A
Siglec15,ENSMUSG00000091055,ENSG00000197046,SIGLEC15
Spns3,ENSMUSG00000020798,ENSG00000182557,SPNS3
Slc39a5,ENSMUSG00000039878,ENSG00000139540,SLC39A5
Gldn,ENSMUSG00000046167,ENSG00000186417,GLDN
Scara5,ENSMUSG00000022032,ENSG00000168079,SCARA5
Il34,ENSMUSG00000031750,ENSG00000157368,IL34
Adamtsl5,ENSMUSG00000043822,ENSG00000185761,ADAMTSL5
Thsd4,ENSMUSG00000032289,ENSG00000187720,THSD4
Aatk,ENSMUSG00000025375,ENSG00000181409,AATK
Tmprss11a,ENSMUSG00000072845,ENSG00000187054,TMPRSS11A
Stac2,ENSMUSG00000017400,ENSG00000141750,STAC2
Trim72,ENSMUSG00000042828,ENSG00000177238,TRIM72
Unc5a,ENSMUSG00000025876,ENSG00000113763,UNC5A
Frrs1,ENSMUSG00000033386,ENSG00000156869,FRRS1
Nfxl1,ENSMUSG00000072889,ENSG00000170448,NFXL1
Mboat1,ENSMUSG00000038732,ENSG00000172197,MBOAT1
Acp7,ENSMUSG00000037469,ENSG00000183760,ACP7
Fgd5,ENSMUSG00000034037,ENSG00000154783,FGD5
Tmem91,ENSMUSG00000061702,ENSG00000142046,TMEM91
Tmem182,ENSMUSG00000079588,ENSG00000170417,TMEM182
Dpy19l3,ENSMUSG00000043671,ENSG00000178904,DPY19L3
Slco4c1,ENSMUSG00000040693,ENSG00000173930,SLCO4C1
Cfap77,ENSMUSG00000079502,ENSG00000188523,CFAP77
Catsperg2,ENSMUSG00000049123,ENSG00000099338,CATSPERG
Catsperg1,ENSMUSG00000049676,ENSG00000099338,CATSPERG
Otog,ENSMUSG00000009487,ENSG00000188162,OTOG
Qsox2,ENSMUSG00000036327,ENSG00000165661,QSOX2
